Russian Captions                          Georgian Captions
ХК Киев                                   kievi
Пантерн                                   panterni
Вестервик                                 vesterviki
Русичи                                    rusiCi
Планета-Измайлово                         planeta-izmailovo
Торпедо Тл                                torpedo tl
Славяне                                   slaviane
Химик Нв                                  ximiki nv
Юность Кар                                iunosti kr
Латвия Bauer Selects                      latvia bauer seleqTsi
Химик Вс                                  ximiki vs
Переславль                                pereslavli
Академия МВД                              akademia mvd
НГУ им. Лобачевского                      lobaCevskis sax. ngu
Университет Лесгафта                      universitet lesgafta
СГИУ                                      sgiu
Кузня                                     kuznia
Ярклимат                                  iarklimati
РЭУ им. Плеханова                         plexanovis sax. reu
Химик                                     ximiki
Тиир                                      tiiri
Толедо Уолай                              toledo uolai
Саут Каролина                             sauT karolina
Армавир                                   armaviri
Сб. ЮЛХЛ                                  ulxl nakr.
Юность-ЮХЛ Кар                            iunost-uxl kari
Сибирь-ЮХЛ                                sibir-uxl
Металлург-ЮХЛ Нк                          metalurg-uxl nk
Рига                                      riga
Торунь                                    toruni
Сан-Хосе Барракуда                        san-xose barakuda
Бейкерсфилд                               beikersfildi
Алтай У-К                                 altai u-k
Штурм Чик                                 Sturm Ciki
Сан-Диего                                 san-diego
Анян Халла                                anian hala
Олимпиец Сур                              olimpiec suri
МХК Россия                                mxk rasia
Лада-Веста 99                             lada-vesta 99
Вымпел                                    vimpeli
Смена                                     smena
ЦЗВС 00                                   czvs 00
ЦФО                                       cfo
СДФО                                      sdfo
Канада-красные                            kanada wiTlebi
СЗФО                                      szfo
ЮФО                                       ufo
Стоктон Хит                               stokton hiti
Звезда Чехов                              zvezda Cexovi
Сокол                                     sokoli
Сб. Свердловской обл.                     sverdlovskis olqis nakr.
Москва                                    moskovi
Спартаковец                               spartakoveci
Манитоба Мус                              manitoba musi
Манул                                     manuli
Орбита                                    orbita
Витязь Чехов                              vitiaz Cexovi
Рязанская обл.                            riazanis olqi
Тверская обл.                             tverskis olqi
Вымпел-2000 Мжд                           vimpel-2000 mJd
Амур-2000                                 amur-2000
Команда Орра                              gundi ora
Команда Черри                             gundi Ceri
Кировская обл.                            kirovis olqi
Пермский край                             permis mxare
Свердловская обл.                         sverdlovskis olqi
Вымпел Мжд                                vimpeli mJd
Айсулу                                    aisulu
Шахтёр Пр                                 Saxtior pr
СДЮШОР-18                                 sduSor-18
ДЮСШ Витебск                              dusS vitebski
ОЦОР Могилёв                              ocor mogiliovi
Лейк Эри                                  leiq eri
Сидней Беарс                              sidnei bearsi
Темиртау                                  temirtau
Сарматы Оренбуржья                        sarmati orenburJia
Алтай-Торпедо                             altai torpedo
Тайфун                                    taifuni
МХК Крылья Советов                        mxk krilia sovetovi
Ждяр-над-Сазавоу                          Jdiar-nad-sazavou
Уорриорс Брно                             uoriors brno
?ХК Минск                                  minski
Форвард                                   forvardi
Энергия Нск                               energia nsk
Комета-Юниор                              kometa-iuniori
ЦЗВС 01                                   czvs 01
Юниор-Газпромдобыча                       iunior gazpromdobiCa
ХШ им. С. Макарова                        s. makarovis sax. xS
Олимпия К-Ч                               olimpia k-C
Киллер Уэйлс                              qiler ueilsi
ХК ФСО                                    fso
МХК Дмитров                               mxk dmitrovi
Ювяскюля-Академия                         iuviaskiulia akademia
РоКи                                      roki
Кярпят                                    kiarpiati
Фридек-Мистек                             fridek-misteki
Тичино Рокетс                             tiCino roketsi
Дмитров                                   dmitrovi
Сибирь-2002                               sibir-2002
Сибирь-2000                               sibir-2000
Югра-ЮКИОР                                iugra-ukior
Южный Урал-ДЮСШ-4                         samxreT ural-dusS-4
Автомобилист-Юность                       avtomobilist iunosti
ФСО \"Хоккей Москвы\"                     fso \"moskovis hokei\"
ШИДОДС                                    Sidods
ПСО                                       pso
Кулагер                                   kulageri
Металлург-Юность                          metalurg-iunosti
Туксон                                    tuksoni
СДВФО                                     sdvfo
Химик Вск                                 ximiki vsk
ЦОР Гродно                                cor grodno
СДЮШОР Минск                              sduSor minski
Метеор-Сигнал                             meteor-signali
Сб. Московской обл.                       moskovis olqis nakr.
ЦЗВС                                      czvs
Ак Буре                                   ak bure
Кливленд                                  klivlendi
МХК Липецк                                mxk lipecki
СДЮСАШОР А.В. Кожевникова                 sdusaSor a.v. koJevnikovi
Ямал                                      iamali
Алмаз Павлово                             almaz pavlovo
Дженералз                                 jeneralzi
Витязь-Харьков                            vitiaz-xarkovi
Автомобилист-Спартаковец                  avtomobilist-spartakoveci
Темп                                      tempi
Волна Казань                              volna kazani
Снежные барсы                             sneJnie barsi
Клин Спортивный                           klin sportivni
ДЮСШ Бобруйск                             dusS bobruiski
Вайперс                                   vaipersi
ХК Молодечно                              molodeCno
Барыс-2002                                baris-2002
Сарматы                                   sarmati
ХШ Рига                                   xS riga
Спартак                                   spartaki
Северная звезда                           severnaia zvezda
ДЮСШ Рязань                               dusS riazani
Ярославич                                 iaroslaviCi
Соловей                                   solovei
ДЮСШ Бобров                               dusS bobrovi
Кристалл Бал.                             kristal bal.
Белые Медведи Чел                         belie medvedi Cel
Динамо Мн                                 dinamo mn
Бленвиль-Буабриан                         blenvil-buabriani
Ертис                                     ertisi
Флинт                                     flinti
Жулдыз                                    Juldizi
Томирис                                   tomirisi
Энергия-2000 Нск                          energia-2000 nsk
ХК Чита                                   Cita
Юрматы-СКА                                iurmati-ska
Смена-2000                                smena-2000
Витязь Пдл                                vitiaz pdl
Пингвины                                  pingvini
Центр                                     centri
Шахтёр Сол                                Saxtior sol
Динамо Казань                             dinamo kazani
Созвездие                                 sozvezdie
Русь                                      rusi
Карибу Кугарс                             karibu kugarsi
Близзард                                  blizardi
Рубин Куз                                 rubin kuz
Премьер                                   premieri
Мосгортранс                               mesgortransi
ХК Кострома                               kostroma
Рубеж 2                                   rubeJi 2
Сильвинит                                 silviniti
ЯкутскЭнегро                              iakutskenergo
Легион Варшава                            legion varSava
Варшава кэпиталс                          varSava kepitalsi
Колорадо Иглз                             kolorado iglzi
Кентербери Рэд Дэвилс                     konterberi red devilsi
Данидин Тандер                            danidin Tanderi
Саутерн Стампид                           sauTern stampidi
Вест Окленд Адмиралс                      vest oklend admiralsi
УФО                                       ufo
Канберра Брэйв                            kanbera breivi
Ботани Сворм                              botani svormi
Эссят                                     esiati
Йонсей Унив.                              ionsei univ.
Ч. Будеёвице                              C. budeiovice
МХК Белгород                              mxk belgorodi
ХК Чебоксары                              Ceboksari
Приднепровск                              pridneprovski
Миссиссога Чаржерс                        misisoga CarJersi
Оквилл                                    okvili
Марьино                                   marino
Янтарь                                    iantari
ДЮСШ № 3 им.М.М.Азаматова                 m.m. azamatovis sax. dusS № 3
Первомайские львы                         pervomaiskie lvi
Куньлунь Ред Стар                         kunlun red stari
Иглз                                      iglzi
Белые медведи                             belie medvedi
Вегас Голден Найтс                        vegas golden naiTsi
ДЮСШ Металлург Нк                         dusS metalurgi nk
Ценг Тоу                                  ceng tou
Стрела                                    strela
Мунайши                                   munaiSi
СФУ                                       sfu
ЮУрГУ                                     iurgu
Сибирь-2001                               sibir-2001
Юность Мегион                             iunost megioni
Шахтер Пр                                 Saxtiori pr
УГГУ                                      uggu
Чайковский                                Caikovski
ОДЮСШ Брест                               odusS bresti
Тюменский Легион-2                        tiumeniski legion-2
Амур 2001                                 amur 2001
ДЮСШ-4 Орск                               dusS-4 orski
ЦОР Гродно-2                              cor grodno-2
Карагандинская обл.                       karagandis olqi
Павлодарская обл.                         pavlodaris olqi
Акмолинская обл.                          akmolinskis olqi
Костанайская обл.                         kostanais olqi
Вегас                                     vegasi
Алматинская обл.                          almatis olqi
Восточно-Казахстанская обл.               aRm.-yazaxeTis olqi
Вологодская обл.                          vologodis olqi
Динамо Минск                              dinamo minski
СКА-Газпромбанк                           ska-gazprombanki
Московская обл.                           moskovis olqi
Челябинск                                 Celiabinski
Динамо БФСО                               dinamo bfso
Шахтёр-2 Сол                              Saxtior-2 sol
Арарат                                    ararati
Авто-Спартаковец                          avto-spartakoveci
Корея                                     korea
ХК Бобров                                 bobrovi
Спарта Уорриорс                           sparta uoriorsi
Рапид Сити                                rapid siTi
НГУ им. Лесгафта                          lesgaftis sax. ngu
ПГАФКСиТ                                  pgafksit
Юность Караганда                          iunost karaganda
МХК Динамо СПб                            mxk dinamo spb
Банска Бистрица                           banska bistrica
Технокерамика                             texnokeramika
Кристалл Петрозаводск                     kristal petrozavodski
Индонезия                                 indonezia
Макао                                     makao
Шершни                                    SerSni
МАК Будапешт                              mak budapeSti
Очкаи Габор                               oCkai gabori
Летняны                                   letniani
Куад Сити Маллардс                        kuad siTi malardsi
Лаваль                                    lavali
Сиракьюс                                  sirakiusi
Миссиссога Стилхэдс                       misisoga stilhedsi
Каламазу Вингс                            kalamazu vingsi
Орландо Солар Беарс                       orlando solar bearsi
Брэмптон Бист                             brempton bisti
Уорчестер Рейлерз                         uorCester reilerzi
Уилинг Нейлерз                            uiling neilerzi
Инди Фьюэл                                indi fiueli
Юность Кар-2                              iunost kar-2
Мичиган унив.                             miCigan univ.
Нотр-Дам унив.                            notr-dam univ.
Канзас Сити                               kanzas siTi
Уичито Тандер                             uiCito Tanderi
Талса Ойлерс                              talsa oilersi
Юность-2 Кар                              iunost-2 kar
Сатпаев                                   satpaevi
Северские Волки                           severskie volki
Медведи Алматы                            medvedi almati
Каспий                                    kaspii
ННГУ им. Лобачевского                     lobaCevskis sax. nngu
МАИ унив.                                 mai univ.
Барыс-2004                                baris-2004
Олимпиец Бшх                              olimpiec bSx
Питер                                     piteri
Динамо-БЮИ                                dinamo-bui
Волки-СПбГЛТУ                             volki-spbgltu
ННГУ-2                                    nngu-2
Нефтяник-УГНТУ                            neftianik-ugntu
МОСМ Тыхы                                 mosm tixi
Соколы Торунь                             sokoli toruni
Снегири Рославль                          snegiri roslavli
Мотор                                     motori
Буйволы                                   buivoli
Серебряные Волки                          serebrianie volki
Чилливак Чифс                             Cilivak Cifsi
Оттава Джр. Сенаторс                      otava jr. senatorsi
Веллингтон                                velingtoni
Стеинбах Пистонс                          steinbax pistonsi
Реджайна                                  rejaina
Флорида Эверблейдс                        florida everbleidsi
Заволжская Флотилия                       zavolJskaia flotilia
Центровые Культурологи                    centrovie kulturologi
Московские Кремлевцы                      moskovskie kremliovci
Пролетарии Хоккея                         xokeis proletarebi
Калининский Фронт                         kalininski fronti
ХК Ереван                                 erevani
ХК Торпедо Москва                         torpedo moskovi
Легенда-Вымпел                            legenda-vimpeli
ХК Прайд                                  praidi
Сухой-2                                   suxoi-2
Преображенские Витязи                     preobraJenskie vitiazi
Белые Льдины                              belie ldini
Синие Тигры                               sinie tigri
Куньлунь Ред Стар Юниор                   kunlun red star iuniori
Всетин                                    vsetini
ХК Бобруйск                               bobruiski
Регенсбург                                regensburgi
ХШ Рига 2001                              xS riga 2001
Синяя птица                               sinaia ptica
Угерски-Брод                              ugerski-brodi
Локомотив-2004                            lokomotiv-2004
Армада                                    armada
Лигры                                     ligri
Первомайские львицы                       pervomaiskie lvici
ХШ Рига 2002                              xS riga 2002
ПСО Экибастуз                             pso ekibastuzi
Новосибирская обл.                        novosibirskis olqi
Казань                                    kazani
Ломнице-над-Попелькой                     lomnice-nad-popelkoi
ИХС Призма                                ixs prizma
Пардаугава                                pardaugava
ДЮСШ БФСО Динамо-Минск                    dusS bfso dinamo-minski
КооКоо                                    kookoo
ДЮСШ-02 Коркино                           dusS-02 korkino
Колорадо Эвеланш                          kolorado evelanSi
Аризона Койотис                           arizona koiotisi
Анахайм Дакс                              anahaim daksi
ГУОР Яр                                   guor iaroslavli
Сибирь Новосибирск                        sibir novosibirski
Астана-2                                  astana-2
Полёт                                     palioti
Лос-Анджелес Кингз                        los-anjeles kingzi
Ванкувер Кэнакс                           vankuver kenaqsi
Виктория Роялс                            viqtoria roialsi
Камлупс Блейзерс                          kamlups bleizersi
Трай-Сити Американс                       Trai-siTi amerikansi
Эверетт Сильвертипс                       everet silvertipsi
Спокан Чифс                               spokan Cifsi
Кутеней Айс                               kutenei aisi
Принц Джордж Кугарс                       princ jorj kugarsi
Келоуна Рокетс                            kelouna roketsi
Флорида Галф Коаст                        florida galf qoasti
Динамо-Барнаул                            dinamo-barnauli
Сан-Хосе Шаркс                            san-xose Sarqsi
Сиэтл Тундербердс                         sietl Tanderberdsi
Спартак Йошкар-Ола                        spartak ioSkar-ola
Ястребы Омск                              iastrebi omski
Детройт Ред Уингз                         detroit red uingzi
СШОР-2                                    sSor-2
Светлогорец                               svetlogoreci
Тусон Роудраннерс                         tuson roudranersi
Милуоки Эдмиралс                          miluoki edmiralsi
Баффало Сейбрз                            bafalo seibrzi
Нью-Йорк Айлендерс                        niu-iork ailendersi
ДЮСШ Лида                                 dusS lida
Вашингтон Кэпиталз                        vaSington qepitalzi
Карвина                                   karvina
Дьёр                                      diori
Миннесота Уайлд                           minesota uaildi
Коркино                                   korkino
Нью-Йорк Рейнджерс                        niu-iork reinjersi
Оттава Сенаторз                           otava senatorzi
Коламбус Блю Джекетс                      kolambus bliu jeketsi
Филадельфия Флайерз                       filadelfia flaierzi
Техас Старз                               texas starzi
Калгари Флэймз                            kalgari fleimzi
Нэшвилл Предаторз                         neSvil predatorzi
Сан-Диего Галлз                           sad-diego galzi
ХК Луч                                    luCi
Эдмонтон Ойлерз                           edmonton oilerzi
Бостон Брюинз                             boston bruinzi
Монреаль Канадиенс                        monreal kanadiensi
Реджайна Пэтс                             rejaina petsi
Сент-Луис Блюз                            sent-luis bliuzi
Виннипег Джетс                            vinipeg jeTsi
ДЮСШ Пинск                                dusS pinski
Саскатун Блейдс                           saskatun bleidsi
Каролина Харрикейнз                       karolina harikeinzi
Летбридж Харрикейнз                       letbrij harikeinzi
Георгени                                  georgeni
Голден Догс                               golden dogsi
НХК                                       nhk
Металлург Майский                         metalurg maiski
ХК Барановичи                             baranoviCi
Локомотив-Орша                            lokomotiv-orSa
Пинские ястребы                           pinskie iastrebi
Нью-Джерси Девилз                         niu-jersi devilzi
Квад Сити Шторм                           kvad siTi Stormi
Хантсвиль Хавок                           hantsvil xavoki
Даллас Старз                              dalas sTarzi
Норфолк Адмиралс                          norfolk admiralsi
Флорида Пантерз                           florida panterzi
Тампа-Бэй Лайтнинг                        tampa-bei laiTningi
Садбери Вулвс                             sadberi vulvsi
Уинсор Спитфайер                          uinsor spitfaieri
Эри Оттерс                                eri otersi
Питерборо Питс                            piterboro pitsi
Флинт Файрбердс                           flint fairberdsi
Норт Бей Баттальон                        norT bei bataloni
Китченер Рейнджерс                        kitCener reinjersi
Московский Эшелон                         moskovski eSeloni
Шесть Троллей                             Sest trolei
КРС-ОЭРДЖИ                                krs-oerji
Серебряные акулы                          serebrianie akuli
Актобе                                    aktobe
Валмиера                                  valmiera
Лида-2                                    lida-2
Могилёв-2                                 mogiliov-2
КРС Хэйлунцзян                            krs xeiluncziani
Айова Уайлд                               aiova uaildi
Рапид Сити Раш                            rapid siTi raSi
Реактиваторы                              reaqtivatori
Серп и Молот                              serp i moloti
Медисин Хат Тайгерс                       medisin hat Taigersi
Кларксон унив.                            klarkson univ.
Аризона унив.                             arizona univ.
Ред Дир Ребелс                            red dir rebelsi
Спарта Лида                               sparta lida
Питтсбург Пингвинз                        pitsburg pingvinzi
Лада-Веста                                lada-vesta
Авто-Спартаковец-2                        avto-spartakovec-2
Мус Джо Уорриорс                          mus jo uoriorsi
Принц Альберт Рэйдерс                     princ albert reidersi
Пеория Ривермен                           peoria rivermeni
Ньюфаундленд Гровлес                      niufaundlend grovlesi
Саут Каролина Стингрейс                   sauT karolina stingreisi
Рединг Роялc                              reding roialsi
Джексонвилл Айсмен                        jeqsonvil aismeni
Гринвилл Суомп Рэббитс                    grinvil suomp rebiTsi
Атланта Гладиаторс                        atlanta gladiatorsi
Адирондак Тандер                          adirondak Tanderi
Руэн-Норанда Хаскис                       ruen-noranda haskisi
Шарлоттаун Айлендерс                      SarloTaun ailendersi
Гатино Олимпикс                           gatino olimpiksi
Римуски Океаник                           rimuski okeaniki
Галифакс Мусехедс                         galifaqs musexedsi
Монктон Уайлдкатс                         monkton uaildqaTsi
Рокфорд Айсхогс                           rokford aishogsi
Лихай Уэлли Фантомс                       lixai ueli fantomsi
Рочестер Американс                        roCester amerikansi
Хартфорд Вулф Пэк                         hartford vulf peki
Спрингфилд Тандербёрдз                    springfild Tanderbiordzi
Гранд-Рапидс Гриффинс                     grand-rapids grifinsi
Бриджпорт Саунд Тайгерс                   brijport saund Taigersi
Провиденс Брюинз                          providens briuinzi
Оуэн-Саунд Аттак                          ouen-saund ataki
Су Сент Мари Грейхаундз                   su sent mari greihaundzi
Сагино Спирит                             sagino spiriti
Сарния Стинг                              sarnia stingi
Ниагара Айисдогс                          niagara aisdogsi
Брэндон Уит Кингс                         brendon uit kingsi
Куиннипиак унив.                          kuinipiak univ.
Холи Кросс колл.                          holi kros kol.
Манчестер Монархс                         manCester monarxsi
Мэн Мэринерз                              men merinerzi
Шербрук Феникс                            Serbruk feniqsi
Уилкс-Берри\/Скрэнтон Пингвинз            uilks-beri\/skrentoni pingvinzi
Кливленд Монстерз                         klivlend monsterzi
Бингемтон Девилз                          bingemton devilzi
Лаваль Рокет                              laval roketi
Сиракьюз Кранч                            sirakiuz kranCi
Ютика Кометс                              iutika kometsi
Шарлотт Чекерс                            Sarlot Cekersi
Гуэлф Шторм                               guelf Stormi
Кингстон Фронтенакс                       kingston frontenaksi
Сент-Джон Айс Догс                        sent-jon ais dogsi
Байе-Комо Драккар                         baie-komo drakari
Драммондвилл Вольтигерс                   dramondvil voltigersi
Акадия-Батерст Титан                      akadia-baterst titani
Бленвиль-Буабриан Армада                  blenvil-buabrian armada
Шавиниган Катарактес                      Savinigan kataraktesi
Свифт Керрент Бронкос                     svift kerent bronkosi
Сан-Антонио Рэмпэйдж                      san-antonio rempeiji
Су-Фолс Стампеде                          su-fols stampede
Омаха Лансерс                             omaha lansersi
Адмирал Владивосток                       admiral vladivostoki
Форвард Благовещенск                      forvard blagoveSCenski
Приморье                                  primorie
Энергия Серебряный Бор                    energia serebriani bori
Бобруйск-Арена                            bobruisk-arena
Петах-Тиква                               petah-tikva
Бат Ям                                    bat iami
Лисы-СПбГАСУ                              lisi-spbgasu
Вайперс Таллин                            vaipers talini
Динамо Днепр                              dinamo dnepri
Арслан БПГУ                               arslan bpgu
Крылья УИГА                               krilia uiga
Финунивер                                 finuniveri
Луч Кл                                    luC kl
Южная Корея                               samxreT korea
МСХА                                      msxa
ДЮСШ Горки                                dusS gorki
Кривбасс                                  krivbasi
Полимер                                   polimeri
Сибирский Антрацит                        sibirski antraciti
Смоленские бриллианты                     smolenskie brilianti
Кировец                                   kiroveci
Трансюжстрой                              transiuJstroi
Альтис                                    altisi
Запад России                              zapad rasii
Торнадо Татарстан                         tornado tatarstani
Вольфрам Б                                volframi b
Пионер                                    pioneri
Йехуд                                     iehudi
Хаифа                                     haifa
Вымпел Мск                                vimpel msk
Динамо-Алтай                              dinamo-altai
Команда Ярославля                         iaroslavlis gundi
Команда Санкт-Петербурга                  sankt-peterburgis gundi
ХК Оренбург                               orenburgi
АК-59                                     ak-59
МХК Динамо Мск                            mxk dinamo msk
Динамо СПб 04                             dinamo spb 04
Шторм СПб                                 Stormi spb
Ямал Салехард                             iamal salexardi
Смена Казань                              smena kazani
ХК МКМ                                    mkm
Штурм                                     Sturmi
Динамо-Юниор                              dinamo iuniori
РЦОП Раубичи                              rcop raubiCi
Черношице                                 CernoSice
Хрудим                                    xrudimi
ГУОР Карелия                              guor karelia
Смихов 1913                               smixovi 1913
Крефельдер                                krefelderi
ССО Авто-Спартаковец                      sso avto-spartakoveci
Морские львы                              morskie lvi
Юбилейный Оренбург                        iubileini orenburgi
Смена Северск                             smena severski
Белые Медведи Мск                         belie medvedi msk
Сокол Уварово                             sokol uvarovo
Сибирь-2003                               sibir-2003
Динамо Берёза                             dinamo berioza
ОРДЖИ                                     orji
КРС-БСУ Пекин                             krs-bsu pekini
Торпедо-Горький                           torpedo-gorki
Сборная Американской университетской лиги amerikis universitetebis ligis nakrebi
УК Прага унив.                            uk praRa univ.
Ловосице                                  lovosice
Кобра Прага                               kobra praRa
Хоба Братислава                           xoba bratislava
Хатван (25)                               xatvani (25)
Ференцварош (25)                          ferencvaroSi (25)
СДЮШОР Харьков                            sduSor xarkovi
Днепр Херсон                              dnepr xersoni
Медведь 02                                medved 02
ДЮСШ им. Азаматова                        azamatovas sax. dusS
ФСО \"Хоккей Москвы\"-1                   fso \"moskovis hokei\"-1
Льдинка Киев                              ldinka kievi
Сахалинские акулы                         saxalinskie akuli
Сокол Курск                               sokol kurski
КРС Ванке Рэйз                            krs vanke reizi
Стрела Казань                             strela kazani
Чебоксары Юниор                           Ceboksari iuniori
ННГУ-ФКС                                  nngu-fks
Ришон                                     riSoni
ДЮСШ Бобруйск-Арена                       dusS bobruisk-arena
Виннипег Айс                              vinipeg aisi
Владимирские Львы                         vladimirskie lvi
МХК Кристалл Сар                          mxk kristal sari
Малайзия                                  malaizia
Лидер Ивантеевка                          lider ivanteevka
НГАУ Урожай                               ngau uroJai
УралГУФК                                  uralgufk
Нес Циона Драгонс                         nes ciona dragonsi
МХК Атлант                                mhk atlanti
Кыран                                     kirani
Барсы Гусев                               barsi gusevi
Динамо-Светлогорец                        dinamo-svetlogoreci
ОЭРДЖИ Юниор                              oerdJi iuniori
Ястребы Гр                                iastrebi gr
Подхале-2                                 podhale-2
Краковия-2                                krakovia-2
Роберт Моррис Колониалс                   robert moris kolonialsi
Сиракьюз Орандж унив.                     sirakiuz oranj univ.
Огайо Ст. Бакайз                          ohaio st. bakaizi
Нотр Дам Файтинг Айриш                    norT dam faiTing airiSi
Шикутими Садженинс                        Sikutimi sajeninsi
Викториавилл Тигрес                       viqtoriavil tigresi
Кейп Бретон Скриминг Иглз                 keip breton sqriming iglzi
Сент-Джон Сиа Догс                        sent-jon sia dogsi
Ошава Дженералз                           oSava jeneralzi
Динамо-Берёза                             dinamo berioza
ЮКОС                                      iukos
Северсталь Тим                            severstal Timi
СКА Тим                                   ska Timi
ЦСКА Тим                                  cska Timi
Динамо Тим                                dinamo Timi
Bulls                                     bulsi
Vikings                                   vikingsi
Грандмастер                               grandmasteri
Скорпион                                  skorpioni
Девилс Тим                                devils Timi
Пингвинз Тим                              pingvinz Timi
Кингз Тим                                 kingz Timi
БлэкХокс Тим                              bleqhoqs Timi
Ледяные Воины                             ledianie voini
Четыре Ронина                             Cetire ronina
Тампа Тим                                 tampa Timi
Зверь                                     zveri
Локомотив Новосибирск                     lokomotiv novosibirski
Авангард Томск                            avangard tomski
Торпедо Томск                             torpedo tomski
Колыма Пермь                              kolima permi
Парма Пермь                               parma permi
Кедр Новосибирск                          kedr novosibirski
ЦАН                                       can
Бронебойцы                                broneboici
Кингс Таун                                kings Tauni
Olympians                                 olimpiansi
Grizzly                                   grizli
Россия красные                            ruseTi wiTeli
Нидерланды оранжевые                      niderlandi oranJi
Литва салатовые                           litva salaT.
Ирландия зеленые                          irlandia mwvane
Шотландия синие                           Sotlandia lurjebi
Финляндия белые                           fineTi TeTrebi
Черные Грифоны                            Ciornie grifoni
Снежные Медведи                           sneJnie medvedi
Гладиатор                                 gladiatori
Горячие Головы                            goriaCie golovi
Бешеные Псы                               beSenie psi
Воины Суоми                               voini suomi
Воители                                   voiteli
Чёрные пантеры                            Ciornie panteri
Йокерит Тим                               iokerit Timi
Динамо Минск Тим                          dinamo minsk Timi
Московские Мамонты                        moskovskie mamonti
Рособоронэкспорт                          rosoboroneksporti
Металлург Тим                             metalurg Timi
Амур Тим                                  amur Timi
Арсенал 3                                 arsenali 3
АкБарс Тим                                akbars Timi
ЛХК Ледокол                               lxk ledokoli
Стальные Крылья                           stalnie krilia
Олимп Уфа                                 olimp ufa
Комета Уфа                                kometa ufa
Лютые Вепри                               liutie vepri
Огненные Пантеры                          ognenie panteri
Брюинс Тим                                briuins Timi
Россия Тим                                ruseTi Timi
Канада Тим                                kanada Timi
США Тим                                   aSS Timi
Швейцария Тим                             Sveicaria Timi
Баник Соколов Б                           banik sokolovi b
Стадион Хеб Б                             stadion xebi b
ТГУ Держава                               tgu derJava
МХК Рязань-ВДВ                            mxk riazan-vdv
Хермес                                    xermesi
Зальцбург Академия                        zalcburg akademia
Словакия Тим                              slovakia Timi
Германия Тим                              germania Timi
СКА-Нева                                  ska-neva
ХК Новичок                                noviCoki
ХК Партизан                               partizani
Вымпел РТХЛ                               vimpel rtxl
ХК Актобе                                 aktobe
Академия Михайлова                        akademia mixailova
Пересмешники                              peresmeSniki
Стражи Галактики                          straJi galaqtiki
Чески-Крумлов                             Ceski krumlovi
Ч.Будеёвице 2                             C.budeiovice 2
МУКС Напшуд Янув                          muks napSud ianuvi
Напшуд Янув                               napSud ianuvi
Сисак                                     sisaki
МСМО 7.62                                 msmo 7.62
Блэк Эйнджелс                             bleq einjelsi
Койотис                                   koiotisi
Ленгли Ривермен                           lengli rivermeni
Кокуитлам Экспресс                        kokuitlam eqspresi
Виктория Кугарс                           viqtoria kugarsi
Пенинсула Пантерс                         peninsula panTersi
Оушенсайд Дженералс                       ouSensaid jeneralsi
Кэмпбелл Ривер Сторм                      kempbel river stormi
Нанаймо Бакканирс                         nanaimo bakanirsi
ХК Истребители                            istrebiteli
ХК Феникс-9                               feniqs-9
Комокс-Вэлли                              komoks-veli
Ёкохама Гритс                             iokoxama gritsi
Салмон Арм Силвербакс                     salmon arm silverbaksi
Вест Келоуна Уорриорз                     vest kelouna uoriorzi
Элберни Вэлли Бульдогс                    elberni veli buldogsi
Виктория Гризлис                          viqtoria grizlisi
Нанаймо Клипперс                          nanaimo klipersi
Мерритт Сентенниалз                       merit sentenialzi
Трейл Смоук Итерс                         Treil smouq itersi
Керри Парк Айлендерс                      keri park ailendersi
Ледяные великаны                          ledianie velikani
Хоккайдо Крейнс                           hokaido kreinsi
Феррум                                    ferumi
Блески Братислава                         bleski bratislava
Врхлаби                                   vrxlabi
Худдинге                                  xudinge
Худиксвалль                               xudiksvali
Хёугесунн                                 xiougesuni
Лёренскуг                                 liorensjugi
Нидарос                                   nidarosi
Нарвик                                    narviki
Сьерр                                     sieri
Эстерсунд                                 estersundi
ХК Метеор РТХЛ                            meteor rtxl
Барыс-Жас                                 baris-Jasi
Армеец                                    armeeci
Уралец                                    uraleci
Торпедо СВК                               torpedo svk
Беглецы                                   begleci
Чикаго Гостс                              Cikago gostsi
Кенай Ривер Браун Бирс                    kenai river braun birsi
Майнот Минотаврос                         mainot minotavrosi
Юта Аутлерс                               iuta autlersi
Прово Риверблейдс                         provo riverbleidsi
Грейт-Фолс Америкэнс                      greiT-fols amerikensi
Шеридан Хоукс                             Seridan xouqsi
Нортерн Колорадл Иглс                     norTern kolorado iglsi
Эль Пасо Райнос                           el paso rainosi
Луизиана Дрилерс                          luiziana drilersi
Огден Мустангс                            ogden mustangsi
Могилев Шорт                              mogiliov Sorti
Динамо Тбилиси                            dinamo Tbilisi
Бозмэн Айсдогс                            bozmen aisdogsi
Рубин Тюмень                              rubin tiumeni
Югра Ханты-Мансийск                       iugra xanti-mansiiski
Хендерсон Силвер Найтс                    henderson silver naiTsi
Батте Кобрас                              bate kobrasi
Хелена Бигхорнс                           helena bighornsi
Еллоустоун Куэйк                          eloustoun queiki
Миннесота Уайлдернесс                     minesota uaildernesi
Пуэбло Буллс                              pueblo bulsi
Амурские Тигры Хабаровск                  amurskie tigri xabarovski
МХК Динамо Санкт-Петербург                mxk dinamo sankt-peterburgi
Миннесота Маллетс                         minesota maletsi
Хадсон Хавок                              hadson havoki
Анахайм Эвеланш                           anahaim evelanSi
Фресно Монстерс                           fresno monstersi
Нортерн Колорадо Иглс                     norTern kolorado iglsi
Джиллетт Уайлд                            jilet uaildi
СКА-Варяги ЛО                             ska-variagi lo
