Russian Captions                          Georgian Captions
Хокурику                                  xokuriku
Хирю                                      xiriu
Хигасияма                                 xigasiama
Фукуока Дайичи                            fukuoka daiiCi
Тэнри                                     tenri
Дзиссен Гакуэн                            Zisen gakueni
Дзинсэгакуэн                              Zinsegakueni
Хагуро                                    xaguro
Носиро Тех.                               nosiro tex.
Тюбудаигаку Дайити                        tiubudaigaku daiiti
Меисей Мияги                              meisei miiagi
Маэбаси Икуэи                             maebasi ikuei
Хатиодзи                                  xatioZi
Тейкио Нагаока                            teikio nagaoka
Малайзия Селекшн                          malaizia seleqSni
Чебоксарские Ястребы                      Ceboksarskie iastrebi
Сакурагаока                               sakuragaoka
ПДРМ                                      pdrm
НС Матрикс                                ns matriksi
Хатчерс                                   hatCersi
Филадельфия Севенти Сиксерс               filadelfia sevenTi siqsersi
Либертадорес Керетаро                     libertadores keretaro
Негери-Сембилан Ст.                       negeri-sembilan st.
Нью-Зиланд Брейкерс                       niu-ziland breikersi
Бетесда                                   betesda
Нью-Йорк Никс                             niu-iork niqsi
Центральная СПб                           centralnaia spb
Кал Ст. Нортридж                          kal st. nortriji
Кал Санта Барбара                         kal santa barbara
Детройт Пистонс                           detroit pistonsi
Кал Ст. Ист Бэй                           kal st. isT bei
ИВС Саратов                               ivs saratovi
Победа Барнаул                            pobeda barnauli
СШОР-1 Киров                              sSor-1 kirovi
ШИСП Челябинск                            Sisp Celiabinski
Гифу Свупс                                gifu svupsi
СШОР Тринта                               sSor trinta
Эйр Форс Академи                          eir fors akademi
Кал Ст. Лос-Анджелес                      kal st. los-anjelesi
Кал Ст. Сан-Бернардино                    kal st. san-bernardino
Фордем                                    fordemi
Химнасия Эсгрима КР                       ximnasia esgrima kr
Регатас Корриентес                        regatas korientesi
Ривадавия                                 rivadavia
Петролеро Аргентино                       petrolero argentino
Эстудиантес Олаваррия                     estudiantes olavaria
Метрополитен Ст.                          metropoliten st.
Нью-Мексико Хайлендс                      niu-meqsiko hailendsi
Колорадо Крисчен                          kolorado krisCeni
Вестминстер Юта                           vestminster iuta
ИКК                                       ikk
Гоэс                                      goesi
Сентрал Мичиган                           sentral miCigani
Либертад Сунчалес                         libertad sunCalesi
Унион Санта-Фе                            union santa-fe
Эчаге                                     eCage
Белгородская обл.                         belgorodis olqi
КубГТУ Краснодар                          kubgtu krasnodari
НГУ Санкт-Петербург                       ngu sankt-peterburgi
Сонома Ст.                                sonoma st.
Арт Академи                               art akademi
Калифорния Ст. Чико                       kalifornia st. Ciko
Калифорния Сан-Диего                      kalifornia san-diego
Реал Эстели                               real esteli
ЦОП СПб                                   cop spb
Станислав Ст.                             stanislav st.
Зап. Орегон                               das. oregoni
Аляска Фэйрбэнкс                          aliaska feirbenksi
Грегорио Гилберт                          gregorio gilberti
Доминго Паулино                           domingo paulino
Платенсе Ла-Плата                         platense la-plata
Индепендьенте Сарате                      independiente sarate
Вебер Баия                                veber baia
Шарлотт Хорнетс                           Sarlot hornetsi
Кэпитал Сити Гоу-Гоу                      qefiTal siTi gou-gou
Лас Анимас                                las animasi
Пресиденте Дерки                          presidente derki
Унион Мар-дель-Плата                      union mar-del-plata
Химнасия Пергамино                        ximnasia pergamino
Эскобар                                   eskobari
УК Колорадо-Спрингс                       uk kolorado-springsi
Колорадо Скул оф Майнс                    kolorado squl of mainsi
Чадрон Ст.                                Cadron st.
Ксавье                                    ksavie
Квинсленд                                 kvinslendi
Западная Австралия                        dasavleT avstralia
МарС МСИ Шыкмент                          mars msi Sikmenti
КГУ Коркыт Ата Кызылорда                  kgu korkit ata kizilorda
ТГМУ Тбилиси                              tgmu Tbilisi
Динамо Тбилиси                            dinamo Tbilisi
Орандж                                    oranji
Вологда                                   vologda
Гавайи-Пасифик                            havai-pasifiki
Азуса Пасифик                             azusa pasifiki
КС Домингес Хиллс                         ks dominges hilsi
КИМЭП Алматы                              kimep almati
УИБ Алматы                                uib almati
Сигнал АдМУ                               signal admu
Фэмили Март Эндеран                       femili mart enderani
Кал Ст. Монтерей Бэй                      kal st. monterei bei
Кабаян                                    kabaiani
Югория Сургут                             iugoria surguti
Олимпиец Пермь                            olimpiec permi
КарГУ Караганда                           kargu karaganda
КЭУК Караганда                            keuk karaganda
Култегин ЕНУ Астана                       kultegin enu astana
Виртуал Реалити СКК                       virtual realiti skk
Луангпхабанг                              luangpxabangi
Агротех-57 Астана                         agrotex-57 astana
Канберра Ганнерс Академи                  kanbera ganers akademi
Кал Ст. Бейкерсфилд                       kal st. beikersfildi
АМА ОЭ Титанс                             ama oe titansi
СП УЭ                                     sp ue
Алтыарык                                  altiariki
Политехник Бишкек                         politexnik biSkeki
Жамбылская область                        Jambilskis olqi
Иртыш 2                                   irtiSi 2
ВГУЭС Владивосток                         vgues vladivostoki
Гинес 29                                  ginesi 29
Валенсия Букиднон ССК-Р                   valensia bukidnon ssk-r
Заза 6                                    zaza 6
Динамо Тбилиси 2                          dinamo Tbilisi 2
Мой телефон                               moi telefoni
Заза 3                                    zaza 3
Московская обл.                           moskovis olqi
Гоа                                       goa
СМДК НУ                                   smdk nu
Каспий Актау                              kaspii aktau
Алматинская обл.                          almatis olqi
Бруклин Нетс                              bruklin netsi
УГЮ Пермь                                 ugu permi
КСШ Ижевск                                ksS iJevski
Мартве 2                                  marTve 2
Мастерпис ТУА                             masterpis tua
КСКТ Хаузянг                              kskt xauziangi
ДЮСШ ИВС Абакан                           dusS ivs abakani
Мантарраяс Ла-Пас                         mantaraias la-pasi
Пионерос Лос Мочис                        pioneros los moCisi
СибГУ Красноярск                          sibgu krasnoiarski
Альконес Сьюдад-Обрегон                   alkones siudad-obregoni
Остинерос Гуаймас                         ostineros guaimasi
Кабальерос Кульякан                       kabalieros kuliakani
Венадос Масатлан                          venados masatlani
Райос Эрмосильо                           raios ermosilio
Санбери Джетс                             sanberi jetsi
Ферганская обл.                           ferganis olqi
Наманганская обл.                         namanganis olqi
СКМОРУ Ташкент                            skmoru taSkenti
Танаго Джакарта                           tanago jakarta
Ошская обл.                               oSis olqi
Зонкейс Тихуана                           zonkeis tixuana
Батангас ЭАК                              batangasi eak
Гоу фо Голд КСБ                           gou fo goldi ksb
Урал-Грейт 2                              ural-greit 2
ННГУ Нижний Новгород                      nngu niJni novgorodi
УралГУФК Екатеринбург                     uralgufk ekaterinburgi
СибГУФК Омск                              sibgufk omski
УрГУПС Екатеринбург                       urgups ekaterinburgi
Кливленд Кавальерс                        klivlend kavaliersi
Даймонд Вэлли Иглс                        daimond veli iglsi
ЛФУ Лагуна                                lfu laguna
Петрон КСХЛ Найтс                         petron kshl naiTsi
Айронкон Билдерс УСТ                      aironkon bildersi ust
Лидер Москва                              lider moskovi
Красногорск                               krasnogorski
Дзержинский                               ZerJinski
Кейси Кавальерс                           keisi kavaliersi
Могилёвская обл.                          mogiliovis olqi
Витебская обл.                            vitebskis olqi
Динамо-Энергия Иваново                    dinamo-energia ivanovo
Энергия Иваново                           energia ivanovo
Инвента Курск 2                           unventa kurski 2
ТГУ Тбилиси                               tgu Tbilisi
Шахты                                     Saxti
Самарканд                                 samaryandi
ДЮСШ Шаля                                 dusS Salia
Саутерн Хаскис                            sauTern haskisi
Астана Тайгерс 2                          astana Taigersi 2
Скорпио Джакарта                          skorpio jakarta
Хенераль Сан-Мартин                       xeneral san-martini
Банко Мендоса                             banko mendosa
Рио-Куарто                                rio-kuarto
Кордова                                   kordova
Леонардо Муриальдо                        leonardo murialdo
Мунисипалидад Капиталь                    munisipalidad kapitali
Атенас Мендоса                            atenas mendosa
Сан-Хосе Мендоса                          san-xose mendosa
Ансорена Мендоса                          ansorena mendosa
Исраэлита Макаби Мендоса                  israelita makabi mendosa
Тиро Федераль                             tiro federali
Сальта                                    salta
Гигантес Халиско                          gigantes xalisko
Хобарт Хаскис                             hobart haskisi
АЛК Варшава                               alk varSava
ПЛ Лодзь                                  pl loZi
Цукуба Унив.                              cukuba univ.
Тоин Йокогама Унив.                       toin iokohama univ.
СПбПУ Санкт-Петербург                     spbpu sankt-peterburgi
ЧГУ Чебоксары                             Cgu Ceboksari
Рикё Унив.                                rikio univ.
Дайто Бунка Унив.                         daito bunka univ.
Мэйдзи Гакуин Унив.                       meiZi gakuin univ.
Гвардия-ТИУ Тюмень                        gvardia-tiu tiumeni
Ниппон Таику Унив.                        nipon taiku univ.
Аояма Гакуин                              aoiama gakuini
Ла Консоласион                            la konsolasioni
Канто Гакуэн Унив.                        kanto gakuen univ.
Макдэвид Аппарельс                        makdevid aparelsi
Ника Иркутск                              nika irkutski
Тайга Иркутск                             taiga irkutski
Сэнсю Унив.                               sensiu univ.
Такусёку Унив.                            takusioku univ.
Сигету-Мармацией                          sigetu-marmaciei
Валбон Арад                               valbon aradi
Доростол                                  dorostoli
Вологжанин                                vologJanini
Русичи                                    rusiCi
Бакоор Страйк СС                          bakoor straiqsi ss
Валенсуэл Воркхорсес                      valensuel vorqhorsesi
Ильмер                                    ilmeri
Старый Луцк                               stari lucki
Сан-Сальвадор                             san-salvadori
Рингвуд Хокс                              ringvud hoqsi
Тулпар СКИФ                               tulpar skif
Рустави 2                                 rusTavi 2
Хендэ 2                                   hionde 2
Канберра Нэйшнлс                          kanbera neiSnlsi
Тотоникапан М                             totonikapani m
Солола М                                  solola m
Эскуинтла                                 eskuintla
Сакатепекес                               sakatepekesi
Ча Дао ФИУ                                Ca dao fiu
Махрам Шахре Годс                         maxram Saxre godsi
Аташи                                     ataSi
АНЮ                                       anu
Вестерн Дилайт                            vestern dilaiti
Пасиг Риос                                pasig riosi
Параньяке Эйсес                           paraniake eisesi
ККСА Леопардс                             kksa leopardsi
ИМКА Хэмстарс                             imka hemstarsi
Хобарт Саутерн Хаскис                     hobart sauTern haskisi
ПАФ Эйр Дефендерс                         paf eir defendersi
Нэйви Сэйлорс                             neivi seilorsi
Маккиннон Кугарс                          makinon kugarsi
Курганская обл.                           kurganskis olqi
Лос-Анджелес Спаркс                       los-anjeles sparksi
Коннектикут Сан                           konektikut sani
Финикс Меркури                            finiqs merkuri
Лас-Вегас Эйсес                           las-vegas eisesi
Тешвикие Стамбул                          teSvikie stambuli
Стратмор Унив.                            stratmor univ.
ЮСИЮ                                      usiu
Цинхай Нормал Унив.                       cinxai normal univ.
Хуачжун Унив.                             xuaCJun univ.
КЛ Дрэгонс                                kl dregonsi
Сан-Гонсалу                               san-gonsalu
Вилья Да Пенья                            vilia da penia
Эмлак Конут                               emlak konuti
Лоян Цзиньсин                             loian czinsini
Хунань Цзинцзянь                          xunan czincziani
Аньхой Путань Синфа                       anxoi putan sinfa
Хэбэй Сянлань                             xebei sianlani
Нанкин Унив. АА                           nankin univ. aa
Марий Эл                                  marii eli
Тверская обл.                             tverskis olqi
Ярославская обл.                          iaroslavskis olqi
Тамбовская обл.                           tambovis olqi
Рязанская обл.                            riazanis olqi
Бастиони 2                                bastioni 2
Заза 5                                    zaza 5
АМА Эдьюкейшн Титанс                      ama ediuqeiSn titansi
Сервико Иркутск                           serviko irkutski
Лара Улан-Удэ                             lara ulan-ude
Баянгол                                   biangoli
Улиастай                                  uliastai
Глория Балашиха                           gloria balaSixa
РГМУ Рязань                               rgmu riazani
Новотек Новосибирск                       novotek novosibirski
Имус Бандила                              imus bandila
Звезда Наро-Фоминск                       zvezda naro-fominski
Ерофей Хабаровск                          erofei xabarovski
Пионерский                                pionerski
Ламинас Колосо                            laminas koloso
Бамесо                                    bameso
Уэллас дель Сигло                         uelas del siglo
Пампичи                                   pampiCi
Лима Норте                                lima norte
МУБК                                      mubk
Нью-Йорк Либерти                          niu-iork liberTi
Данкин Рэпторс                            dankin reptorsi
Бангкок Тайгерс                           bangkok Taigersi
Эйр Форс Мэдгоат                          eir fors medgoati
Уоррнамбул Мермэйдс                       uornambul mermeidsi
Хоторн Мэджик                             hotorn mejiqi
СШ-1 Жамбылская обл.                      sS-1 Jambilis olqi
Кесон-Сити Райзинг Старз                  keson-siTi raizing starzi
Нуса Тенггара                             nusa tengara
Банка-Белитунг                            banka-belitungi
Сулавеси Селатан                          sulavesi selatani
Калимантан Тимур                          kalimantan timuri
Харбор Зефир                              harbor zefiri
Роторуа Гейзерс                           rotorua geizersi
Калимантан Селатан                        kalimantan selatani
ВМ Дрэгонс                                vm dregonsi
Чаупхрая Тандерс                          Caupxraia Tandersi
ЮОН                                       uon
КЮ Орикс                                  ku oriksi
Американское Самоа                        amerikis samoa
УКУ Канонс                                uku kanonsi
Майти Спортс                              maiti sportsi
Хайтек Бангкок 2                          haitek bangkoki 2
Корасаурус                                korasaurusi
МУК Спаркс                                muk sparksi
Норвуд Флэймз                             norvud fleimzi
Острова Кука                              kukis kunZulebi
МУ Рэд Робинс                             mu red robinsi
ССК-Р Стэглетс                            ssk-r stegletsi
Кен Чайлд                                 ken Caildi
ФККК                                      fkkk
Уаитакере Уэст                            uaitakere uesti
Уаикато 3                                 uaikato 3
Танджит Спаркс                            tanjit sparksi
Хубэй Ухань Дандай                        xubei uxan dandai
Хунань                                    xunani
Циндао Иглз                               cindao iglzi
Баи Наньчан                               bai nanCani
Азиас Лэшес                               azias leSesi
КБ Старс                                  kb starsi
Матеро Уорриорс                           matero uoriorsi
Хаскис                                    haskisi
Шэньси                                    Sensi
Ней Менгу                                 nei mengu
Шэринг Юф                                 Sering iufi
Кантхо Кэтфиш                             kantxo ketfiSi
Бэйцзин Нормал Унив.                      beczin normal univ.
СБА                                       sba
Синьхуа                                   sinxua
Негери Джакарта Унив.                     negeri jakarta univ.
Пелита Харапан Унив.                      pelita xarapan univ.
Аирлангга Унив.                           airlanga univ.
Инст. Текнолоджи Сепулух                  inst. teqnoloji sepuluxi
Хазкем Уорриорс                           xazkem uoriorsi
НэйлТолк СДСК                             neiltolk sdsk
МУ Кардиналс                              mu kardinalsi
Политекник Негери Маланг                  politeqnik negeri malangi
Негери Маланг Унив.                       negeri malang univ.
Пербанас Унив.                            perbanas univ.
СХ Дон Боско                              sx don bosko
Хосе Орасио Родригес                      xose orasio rodrigesi
Доханиат                                  doxaniati
Замбоанга Валиентес 2                     zamboanga valientesi 2
ЦСУ Хунань                                csu xunani
Хэйлунцзян Дацин                          xeilunczian dacini
Нкумба Маринес                            nkumba marinesi
Албери Кингз                              alberi kingzi
Блэк Мамба                                bleq mamba
Эса Унггул Унив.                          esa ungul univ.
Атма Джая Унив.                           atma jaia univ.
Новая Шотландия                           axali Sotlandia
ИТХБ Бандунг                              itxb bandungi
Сурабая Унив.                             surabaia univ.
Кентербери                                kenterberi
Саскачеван                                saskaCevani
Отаго                                     otago
Чикаго Скай                               Cikago sqai
Сурабайя Унив.                            surabaia univ.
КСБ-ЛСГХ Гринис                           ksb-lsgx grinisi
Чин Хсин СТ Унив.                         Cin xsin st univ.
Макао Блэк Беарз                          makao bleq bearzi
Футер                                     futeri
Калех                                     kalexi
ФВА                                       fva
Северная Македония                        CrdiloeT makedonia
АйУолк Чарджерс                           aiuolq Cerjersi
Минаками Таун                             minakami Tauni
Уцуномия Брекс                            ucunomia breqsi
Шаньдун                                   Sanduni
Спид Хантерс                              spid hantersi
Хорнг Моторпарт                           xorng motorparTi
Сам Тионг Кенг                            sam tiong kengi
БСТ Басилан СКК                           bst basilan skk
Макдэвид ДЛСАУ                            makdevid dlsau
Китай 2                                   CineTi 2
Цинхай                                    cinxai
Перак Ст.                                 perak st.
Динамо-Про Хабаровск                      dinamo-pro xabarovski
Европа-Про Хабаровск                      evropa-pro xabarovski
Файерхорс Саравак                         faierhors saravaki
Назарет Скул НУ                           nazareT squl nu
Скиф-Про Хабаровск                        skif-pro xabarovski
ИПРС Саут                                 iprs sauTi
Убумве                                    ubumve
АПР ББК Кигали                            apr bbk kigali
Эспуар Кигали                             espuar kigali
Бэйцзин Бакс ОД                           beiczin baksi
Спартак-Про Хабаровск                     spartak-pro xabarovski
Чунцин                                    Cuncini
Синьцзян                                  sincziani
Йонъин Унив.                              ionin univ.
Кванджу Унив.                             kvanju univ.
СФК Сэйнт Фелисити                        sfk seinT felisiti
Льебрес Гуасаве                           liebres guasave
Колорадос Сан-Луис                        kolorados san-luisi
СШОР-71 Москва                            sSor-71 moskovi
Итальянос Хомм                            italianos xomi
Чосон Унив.                               Coson univ.
Эндеран Титанс                            enderan titansi
Мёнджи Унив.                              mionji univ.
Калле                                     kale
Сворм                                     svormi
Уфимец                                    ufimeci
Хайперуош Вайперс                         haiperuoS vaipersi
Нефтяник Омск                             neftianik omski
Чайна Майнинг Унив.                       Caina maining univ.
Сага Балунерс                             saga balunersi
Торай Эхимэ                               torai exime
Канагава Унив.                            kanagava univ.
Мията Мотор                               miiata motori
Оита Стампид                              oita stampidi
Нобеока Гакуэн                            nobeoka gakueni
Фукусима Кйоин                            fukusima kioini
ЯБИС Яманаси                              iabis iamanasi
Нью-Зиланд Брейкерс 2                     niu-ziland breikersi 2
Црвена Звезда 2                           crvena zvezda 2
Трипл-Дабл Тоттори                        tripl-dabl totori
Хёго Бабблз                               xiogo bablzi
Мельбурн Юнайтед 2                        melburn iunaitedi 2
Саннвика                                  sanvika
Хельсинки Рокс                            helsinki roksi
Кейла                                     keila
Фудзи Унив.                               fuZi univ.
Киото Сангё Унив.                         kioto sangio univ.
Хитачи Метал Буллдогз                     hitaCi metal buldogzi
Ст-Иватэ Лэндерс                          st-ivate lendersi
ТИФ Инджинирз Д                           tif injinirz d
Чунан Унив.                               Cunan univ.
Аль-Мухаррак                              al-muxaraki
Локомотив-Про Хабаровск                   lokomotiv-pro xabarovski
Цзютай                                    cziutai
Сэведж ЛАБК                               sevej labk
Тайвань Бир                               taivan biri
Хао Ю                                     iu xao
ДЮСШ-2 Новоуральск                        dusS-2 novouralski
Малахит Асбест                            malaxit asbesti
Туркмения                                 Turqmenia
Пасиг Ст. Люсия Риэлторс                  pasig st. liusia rieltorsi
Батаан Райзерс                            bataan raizersi
Тренгану                                  trenganu
НортПорт                                  norTporti
Коламбиан Дип                             kolambian dipi
Пасколас Навохоа                          paskolas navoxoa
Дельфинес Масатлан                        delfines masatlani
Перегринос Бадирагуато                    peregrinos badiraguato
Сан-Хосе Асунсьон                         san-xose asunsioni
Гавиржов                                  gavirJovi
БРТ Басилан СКК                           brt basilan skk
Динамо-Олимп ЧО                           dinamo-olimp Co
Саутсайд Флайерз                          sauTsaid flaierzi
Блэйдс                                    bleidsi
Уорлд Хоуп                                uorld houpi
Окаяма Трайхуп                            okaiama traixupi
Валенсуэл Классик                         valensuel klasiki
Сан-Хуан Найтс                            san-xuan naiTsi
Хапоэль Гильбоа Мааянот                   hapoel gilboa maaianoti
Пусан Унив.                               pusan univ.
РГУОР Минск                               rguor minski
БС Рига Сентрс                            bs riga sentrsi
Сидней Флэймз                             sidnei fleimzi
Ровно 2                                   rovno 2
Маяк Сарны                                maiak sarni
Вера Тб                                   vera Tb
Чунгва Телеком                            Cungva telekomi
Тохоку Гакуин Унив.                       toxoku gakuin univ.
Фо Гуан Унив.                             fo guan univ.
УОР-3 Видное                              uor-3 vidnoe
Унибаскет Ярославль                       unibasket iaroslavli
Велтекс Сидзуока                          velteks siZuoka
ПГТУ Йошкар-Ола                           pgtu ioSkar-ola
УдГУ СШОР-3 Ижевск                        udgu sSor-3 iJevski
Сямынь Унив.                              siamin univ.
Формоса Дримерс                           formosa drimersi
Сикки Хельсинки                           siki helsinki
ДБ Промы Вонджу                           db promi vonJu
Локомотив ГО                              lokomotiv go
Даугавпилс                                daugavpilsi
Орандж Лайонс                             oranj laionsi
Пусан БНК Сам                             pusan bnk sami
Пьюджет Саунд                             piujet saundi
Гуанчжоу Люсуй 2                          guanCJou liusui 2
Цзянсу Тунси 2                            cziansu tunsi 2
ЮВ Мельбурн Финикс                        uv melburn finiqsi
Хунань 2                                  xunani 2
Шанхай Шаркс 2                            Sanxai Sarqsi 2
Гуандун Тайгерс 2                         guandun Taigersi 2
Баи Рокетс 2                              bai roketsi 2
Элефантс 2                                elefantsi 2
Бэйцзин Дакс 2                            beiczin daksi 2
Аньхой Вэньи 2                            anxoi veni 2
Чжэцзян Гуанша 2                          CJeczian guanSa 2
Тяньцзинь Жунган 2                        tianczin Jungani 2
Су-Фолс Скайфорс                          su-fols sqaiforsi
Циндао Даблстар 2                         cindao dablsTari 2
Синьцзян Тайгерс 2                        sinczian Taigersi 2
КС Севлар Плоешти                         ks sevlar ploeSti
Атлетик Констанца                         atletik konstanca
Амичи Питешти                             amiCi piteSti
Артесания Бухарест                        artesania buqaresti
Алматинский Легион 2                      almatis legioni 2
Астрос Халиско                            astros xalisko
Ла Сиерра                                 la siera
ТГУ Тюмень                                tgu tiumeni
ЮГУ Ханты-Мансийск                        ugu xanti-mansiiski
Кафр-Касем                                kafr-kasemi
Свит Вроцлав                              svit vroclavi
Тила Каунас                               tila kaunasi
Аудентес                                  audentesi
Бима Джокьякарта                          bima jokiakarta
Правира Бандунг                           pravira bandungi
Г-Драйв Центр СПб                         g-draiv centr spb
Лабория СПб                               laboria spb
Мобис Фоебус 2                            mobis foebusi 2
Сэйкерс 2                                 seikersi 2
Эгис 2                                    egisi 2
Нортвест Назарин                          norTvest nazarini
Хантерс                                   hantersi
Гэлаксиз Б                                gelaqsiz b
Хабаровский край                          xabarovskis mxare
СЮ3 Хоабинь                               suz xoabini
Тхань Кхе Эйр                             txan kxe eiri
Мега Бемакс                               mega bemaqsi
Каполей                                   kapolei
Мэринолл                                  merinoli
Тайвань Банк                              taivan banki
Непал                                     nepali
СК Найтс 2                                sk naiTsi 2
Бангладеш                                 bangladeSi
Унив. Дуала                               univ. duala
ЭС Дуала                                  es duala
Марикина Шумейкерс                        marikina Sumeikersi
Сокол Нусле                               sokol nusle
Спарта Прага                              sparta praRa
Капитанес Мехико                          kapitanes mexiko
Дорадос Чиуауа                            dorados Ciuaua
Платерос Фреснильо                        plateros fresnilio
Фресно Пасифик Унив.                      fresno pasifik univ.
Охори Фукуока                             oxori fukuoka
Ракунан                                   rakunani
Дзинсэ Гакуэн                             Zinse gakueni
Инлака                                    inlaka
Лос-Саманес                               los-samanesi
Ла Холья                                  la xolia
Сан-Маркос Гавайи                         san-markos havai
Перл Сити                                 perl siTi
Лейлеуа                                   leileua
Мунтинлупа Эмералдс                       muntinlupa emeraldsi
Чаминейд Унив.                            Camineid univ.
Пойнт Лома Назарин                        foinT loma nazarini
Бульдогс НН                               buldogs nn
Ворфейс Москва                            vorfeis moskva
Мобис Фобус                               mobis fobusi
Лувре Сурабая                             luvre surabaia
Нуэва-Эсиха Беспренс                      nueva-esixa besprensi
Рэдфорд ХС                                redford hs
Агуада                                    aguada
Бауру                                     bauru
Вилья Митре Капиталь                      vilia mitre kapitali
Нотр Дам де Намер                         notr dam de nameri
Доминикан Калифорния                      dominikan kalifornia
Санкт-Петербург 2                         sankt-peterburgi 2
Насьональ Монтевидео                      nasional montevideo
Холи Нэймс                                holi neimsi
Академи Арт                               akademi arti
Московская обл. 2                         moskovis olqi 2
ГГОБЦФВиСУиС Гродно                       ggobcfvisuis grodno
Пунахоу                                   punaxou
Мид-Пасифик                               mid-pasifiki
Барс Петропавловск                        bars petropavlovski
Байзон                                    baizoni
Пендекар                                  pendekari
Иллаварра Хокс                            ilavara hoqsi
Зенит-М                                   zenit-m
Санкт-Петербург 3                         sankt-peterburgi 3
Гавайиан Мишин                            havaian miSini
Ланакила Баптист                          lanakila baptisti
Новгородская обл.                         novgorodis olqi
Нур-Султан                                nur-sultani
Туркестан                                 turkestani
АУНГ Атырау                               aung atirau
АГУ Атырау                                agu atirau
Кахеку                                    kaxeku
Унив. Лэборатори                          univ. leboratori
Крисчен Академи                           krisCen akademi
Туркестанская обл.                        Turqestanis olqi
Моаналуа                                  moanalua
ЗНО Иглз                                  zno iglzi
Макабаян Уорриорз                         makabaian uoriorzi
Пегасус Бруней                            pegasus brunei
НАО МУК Караганда                         nao muk karaganda
Союз Заречный                             soiuz zareCni
Камехамеха                                kamexamexa
Мак-Кинли                                 mak-kinli
Кохала                                    koxala
Кам Сур Экспресс                          kam sur eqspresi
Зап. Вашингтон                            das. vaSingtoni
Асис                                      asisi
Свишерз 3                                 sviSerz 3
ОмКПТ Омск                                omkpt omski
Политех КузГТУ Кемерово                   politex kuzgtu kemerovo
Луанг-Прабанг                             luang-prabangi
Уангс Куриерс КСХЛ                        uangs kuriers ksxl
Эко-Ойл ДЛСУ                              eko-oil dlsu
Окжетпес                                  okJetpesi
Апекс Фуел ССК-Р                          apeqs fuel ssk-r
Билдерс УСТ                               bilders ust
Назарбаев Унив.                           nazarbaev univ.
АМУ Нур-Султан                            amu nur-sultani
Култегин ЕНУ Нур-Султан                   kultegin enu nur-sultani
УГГУ Екатеринбург                         uggu ekaterinburgi
ГГПИ Глазов                               ggpi glazovi
Азиан Тайгерс                             azian Taigersi
Аустралиан Спайдерс                       australian spaidersi
Кавс                                      kavsi
Буллз                                     bulzi
Аэродром Гатчина                          aerodrom gatCina
Семейство Костомукша                      semeistvo kostomukSa
Хибины-Баскет Кировск                     xibini-basket kirovski
Сорта Сортавала                           sorta sortavala
Хорнетс                                   hornetsi
Рапторс                                   raptorsi
Спаркс                                    sparksi
Уингз                                     uingzi
Кобры Гусев                               kobri gusevi
СОШ-1 Шексна                              soS-1 Seksna
Ястребы Вологда                           iastrebi vologda
Эйр Форс Балашов                          eir fors balaSovi
Золотая Орда Казань                       zolotaia orda kazana
Тайгерс                                   Taigersi
Спайдерс                                  spaidersi
Беарс                                     bearsi
Ника Синдор                               nika sindori
Оранж Бол Северодвинск                    oranJ bol severodvinski
Атом Невель                               atom neveli
Огненный шторм Орск                       ogneni Storm orski
9ка баскет Пермь                          9ka basket permi
Ерофей-Про Хабаровск                      erofei-pro xabarovski
Ши Хсин Унив.                             Si xsin univ.
Армада Санкт-Петербург                    armada sankt-peterburgi
