Russian Captions                          Georgian Captions
Техас                                     teqsasi
Северозападный Ст.                        CrdilodasavleTis st.
УАБ                                       uab
Алабама А&amp;М                           alabama a&m
Миссури Ст.                               misuri st.
Олбани                                    olbani
Мидл Теннесси Ст.                         midl tenesi st.
Дюкен                                     diukeni
Хьюстон Баптист                           hiuston baptisti
Уэбер Ст.                                 ueber st.
Сев. Дакота                               Cr. dakota
Трой                                      troi
Канизиус                                  kaniziusi
Гиват Шмуэль                              givat Smueli
Браун                                     brauni
Олин Генчлык                              olin genCliki
Питешти                                   piteSti
Флорида                                   florida
Вандербилт                                vanderbilti
Миссури                                   misuri
Миссисипи                                 misisipi
Бэйлор                                    beilori
Болл Ст.                                  bol st.
Лонг Айленд Бруклин                       long ailend bruklini
Шарлотт                                   Sarloti
Кеннесоу Ст.                              kenesou st.
Эвансвилль                                evansvili
Сев. Каролина                             Cr. karolina
Хьюстон                                   hiustoni
Нью-Джерси                                niu-jersi
Алабама                                   alabama
Техас А&amp;М                             teqsasi a&m
Калифорния Риверсайд                      kalifornia riversaidi
Лойола Мэримаунт                          loiola merimaunTi
Нотр Дам                                  notr dami
Хофстра                                   hofstra
Филадельфия                               filadelfia
Милуоки                                   miluoki
Кливленд                                  klivlendi
Нью-Орлеан                                niu-orleani
Айдахо Ст.                                aidaho st.
Пионерос                                  pionerosi
Рэдфорд                                   redfordi
Хай Пойнт                                 hai pointi
Кэмпбелл                                  kempbeli
Хартфорд                                  hartfordi
УМБК                                      umbk
Сев. Дакота Ст.                           Cr. dakota st.
Арканзас                                  arkanzasi
Барретерос                                bareterosi
Луизиана Тех                              luiziana teq
Ховентуд Мариана                          hoventud mariana
Индиана Унив.                             indiana univ.
Бингэмптон                                bingemptoni
Лонгвуд                                   longvudi
Лафайетт                                  lafaieti
Марист                                    maristi
Сэмфорд                                   semfordi
Янгстаун Ст.                              iangsTauni st.
Висконсин Грин Бэй                        viskonsin grin bei
Нью Мексико                               niu meqsiko
КСУ Фуллертон                             ksu fulertoni
Монтана Ст.                               montana st.
Аризона                                   arizona
Юж. Калифорния                            samx. kalifornia
Баффало                                   bufalo
Сиракьюз                                  sirakiuzi
Джордж Вашингтон                          jorj vaSingtoni
Лестер Райдерс                            lester raidersi
Централ Арканзас                          central arkanzasi
Монтана                                   montana
Торино                                    torino
Д'Орландо                                 d'orlando
Эйр Форс                                  eir forsi
Акрон                                     akroni
Толедо                                    toledo
Джордж Мэйсон                             jorj meisoni
ИУПУИ                                     iupui
Окленд                                    oklendi
Провиденс                                 providensi
Рутгерс                                   rutgersi
Стефен Ф. Остин                           stefen f. ostini
Техас Ст.                                 teqsas st.
Сэм Хьюстон Ст.                           sem hiuston st.
ТКУ                                       tku
ЮВ Луизиана                               iuv luiziana
Ламар                                     lamari
Крейтон                                   kreitoni
Уичито Ст.                                uiCito st.
Стоуни Брук                               stouni bruki
ЛККА                                      lkka
КК Мажекай                                kk maJekai
МУКС Познань                              muks poznani
Лодзь Сименс                              loZ simensi
Питтсбург                                 pitsburgi
Ружомберок                                ruJomberoki
Ст. Францис Н.Й.                          st. francis n.i.
Аструм Левице                             astrum levice
Юж. Юта                                   samx. iuta
Сев. Колорадо                             Cr. kolorado
Б-Мег Льямадос                            b-meg liamadosi
Тимишоара Бега                            timiSoara bega
ИСИМ                                      isim
Цент. Коннектикут Ст.                     cent. konektikuti st.
Черноморец                                Cernomoreci
Балкан                                    balkani
Раднички Баскет                           radniCki basketi
Эйр21 Экспресс                            eir21 eqspresi
Кастеллето                                kasteleto
Тижука                                    tiJuka
Сан Хосе Унимед                           san xose unimedi
Минас                                     minasi
Широки бриег                              Siroki briegi
Команда Шака                              Sakis gundi
Команда Чака                              Cakis gundi
Кьети                                     kieti
Ананьи                                    anani
Морнар Бар                                mornar bari
Джексон Ст.                               jeqson st.
Техас Сан-Антонио                         teqsas san-antonio
ОушенГолд Нагитс                          ouSengold nagitsi
Литкабелис Техасас                        litkabelis teqsasasi
Тамиш Петрохемия                          tamiS petroxemia
Балтай Каунас                             baltai kaunasi
Гаруда Бандунг                            garuda bandungi
Муба Хантуа                               muba xanTua
Пролетер Нафтагас                         proleter naftagasi
Харбор Хит                                harbor hiti
Сан Мигель                                san migeli
Сингапур Слинджерс                        singapur slinjersi
Паланга Наглис                            palanga naglisi
Плимут Райдерс                            plimuT raidersi
Бразилиа БРБ                              brazilia brb
Клавихо                                   klavixo
Лейда                                     leida
Паленсия                                  palensia
Балонсесто Леон                           balonsesto leoni
Фо-Сюр-Мер                                fo-siur-meri
Болашак                                   bolaSaki
Реймс                                     reimsi
Клуж                                      kluJi
Политехника Яси                           politexnika iasi
Сату Маре                                 satu mare
Олимпия Бухарест                          olimpia buqaresti
Сайгон Хит                                saigon hiti
Индонезия Уорриорс                        indonezia uoriorsi
Спартак Плевен                            spartak pleveni
Александрия                               aleqsandria
Тарговисте                                targoviste
Альба Юлия                                alba iulia
Бухарест КСМ                              buqaresti ksm
Пиимамейстер                              piimameisteri
Роберт Моррис                             robert morisi
Майорка                                   maiorka
Борац Чачак                               borac CaCaki
Слобода Ужице                             sloboda uJice
Слога Кральево                            sloga kralevo
Комарно                                   komarno
Жилина                                    Jilina
Спишска Нова Вес                          spiSska nova vesi
Прьевидза                                 prieviZa
Левице                                    levice
Свит                                      sviti
Гандлова                                  handlova
Меркатор                                  merkatori
Марибор                                   maribori
Рогашка                                   rogaSka
Паркльи                                   parkli
Хопси Ползела                             xopsi polzela
Слован                                    slovani
Металац Вальево                           metalac valievo
Железничар Инджия                         JelezniCar injia
Араракуара                                araraquara
Жоинвиль                                  Joinvili
Кемпер                                    kemperi
Руан                                      ruani
Север                                     CrdiloeTi
Юг                                        samxreTi
КК Джолли                                 kk joli
Свьетлост Брод                            svietlost brodi
Задар                                     zadari
Забок                                     zaboki
Сплит                                     spliti
Спортул                                   sportuli
Брашов                                    braSovi
Рапид                                     rapidi
Сф. Георге                                sf. george
Нова Вита                                 nova vita
Кедайняй Триобет                          kedainiai triobeti
Даймонд Воллей                            daimond volei
Шербрук                                   Serbruki
Дарем Уайлдкэтс                           darem uaildqeTsi
Лавеццини Парма                           lavecini parma
Агос Дукато Лукка                         agos dukato luka
Ажет Имола                                aJet imola
Бьянкоблю Баскет Болонья                  biankoblu basket bolonia
Паллаканестро Сант'Антимо                 palakanestro sant'antimo
Скафати                                   skafati
Фулгор Либертас                           fulgor libertasi
Фроя Баскет                               froia basketi
Аскер Алиенс                              asker aliensi
Тревильо                                  trevilo
Наполи                                    napoli
Одра Бжег                                 odra bJegi
Быдгощ Артего                             bidgoSC artego
Лешно Супер-Пол                           leSno super-poli
Видзев Лодзь                              viZev loZi
Познань Инеа                              poznan inea
Войводина Нови Сад                        voivodina novi sadi
Алпос Шентьюр                             alpos Sentiuri
Менорка                                   menorka
Экс-Морьян                                eqs-moriani
Ле Порте                                  le porte
Бурк                                      burki
Нант                                      nanti
Булонь                                    buloni
Лимож                                     limoJi
Ринкон                                    rinkoni
Электра                                   eleqtra
Велья Гарото                              velia garoto
Франка                                    franka
Фламенго                                  flamengo
Квернер 2010                              kverner 2010
Алкар                                     alkari
Вестпортс КЛ Дрэгонс                      vestports kl dregonsi
Сатья Вакана                              satia vakana
Аль Рияди                                 al riadi
Махрам                                    mahrami
Капошвар                                  kapoSvari
Кечкемет                                  keCkemeti
Сесто Сан Джованни                        sesto san jovani
Паулистано                                paulistano
Универсо БРБ                              universo brb
Сен-Валлье                                sen-valie
Антиб                                     antibi
Итабом Бауру                              itabom bauru
Базель                                    bazeli
Женева                                    Jeneva
Кокодрилос                                kokodrilosi
Бока Хуниорс                              boka xuniorsi
Денен                                     deneni
Бангкок Кобрас                            bangkok kobrasi
Тайланд Слэммерс                          tailand slemersi
Кёрменд                                   kiormendi
Пул Коменсе                               pul komense
Пелита Джайя                              pelita jaia
Аспак Джакарта                            aspak jakarta
Нефтохимик Бургас                         neftoximik burgasi
Дунав                                     dunavi
Эно                                       eno
Сельчук                                   selCuki
Акхисар                                   akxisari
ББК Монте                                 bbk monte
Элион Корле                               elion korle
ЭМУ СК                                    sk emu
Финал Генчлык                             final genCliki
Йиндржихув-Градец                         indrJixuv-gradeci
Злин                                      zlini
Автодор                                   avtodori
Динамо Ставрополь                         stavropolis dinamo
Новосибирск                               novosibirski
Согдиана-СКИФ                             sogdiana-skifi
АлтайБаскет                               altaibasketi
Планета-Университет                       planeta-universiteti
Порту                                     portu
Лугано                                    lugano
Голд Коаст Роллерс                        gold qoast rolersi
Бундаберг Булс                            bundaberg bulsi
Олимпи Тбилиси                            Tbilisis olimpi
Ден Босх                                  den bosxi
Филиппинс Пэтриотс                        filipins petriotsi
Войводина                                 voivodina
Хэйлунцзян Фэншэнь                        xeilunczian fenSeni
Чанша Бонин                               CanSa bonini
Тимба Тимишоара                           timba timiSoara
Стяуа Бухарест                            stiaua buqaresti
Сычуань Цзиньцян                          siCuan czinciani
Фарул Констанца                           farul konstanca
Гуанчжоу Фриман                           guanCJou frimani
Хэнань Цзиньсян                           xenan czinsiani
Цзянсу Тунси                              cziansu tunsi
Гуанчжоу Люсуй                            guanCJou liusui
Шумен                                     Sumeni
Академик София                            akademik sofia
Овергаз                                   overgazi
Шампион 2006                              Sampioni 2006
Видад Касабланка                          vidad kasablanka
АС Сале Рабат                             as sale rabati
Хэбэй Бэнма                               xebei benma
Сальвадор                                 salvadori
Доростоль                                 dorostoli
Виргинские острова                        virjiniis kunZulebi
Тринидад и Тобаго                         trinidadi da tobago
Пуэрто Рико                               puerto riko
Коста-Рика                                kosta-rika
Багамские Острова                         bahamis kunZulebi
Боливия                                   bolivia
Хэнань Цзиюань                            xenan cziuani
Американские Виргинские острова           amerikis virjiniis kunZulebi
Никарагуа                                 nikaragua
Гонконг Буллз                             honkong bulzi
РПА (Москва)                              rpa (moskovi)
НГАВТ (Новосибирск)                       ngavt (novosibirski)
Эхарсито                                  exarsito
Ринконада                                 rinkonada
Шотландия                                 Sotlandia
Норт Эделейд Рокетс                       nort edeleid roketsi
Сидней Кометс                             sidnei kometsi
Колониал Хотэл                            kolonial hoteli
Бруклин                                   bruklini
Корея                                     korea
Конкук                                    konkuki
Сан Маркос                                san markosi
ЕОФАП                                     eofap
Сборная D-лиги                            d-ligis nakrebi
Централ Коаст Крусадерс                   central qoast krusadersi
Доминиканская Респ.                       dominikis resp.
Гонконг                                   honkongi
Стёрт Сэйбрз                              stiort seibrzi
Форествиль Иглз                           forestvil iglzi
Санг Мунг                                 sang mungi
Данкук                                    dankuki
Коррекаминос                              korekaminosi
Ураканес                                  urakanesi
БК Бонкур                                 bonkuri
Старт Гдыня                               start gdinia
Астория Быдгощ                            astoria bidgoSCi
Пуххид                                    puxidi
Сведбанк                                  svedbanki
Екабпилс                                  ekabpilsi
БК 1716                                   bk 1716
Динамо-МГТУ                               dinamo-mgtu
Игокеа                                    igokea
Макао                                     makao
Лидер Прушков                             lider pruSkovi
Ёнсей Унив.                               ionsei univ.
Донггук Унив.                             donguk univ.
Панелефсиниакос                           panelefsiniakosi
Аполлон                                   apoloni
Ханьянг Унив.                             xaniang univ.
Чунганг Унив.                             Cungang univ.
Икарой Серрон                             ikaroi seroni
Лаврио                                    lavrio
Неа Кифисия                               nea kifisia
СЕФА Аркадикос                            sefa arkadikosi
Газиантеп                                 gaziantefi
Глория М                                  gloria m
Спарта энд К-2                            sparta end k-2
Динамо М-2                                dinamo m-2
МБА                                       mba
Центрум Тайгерс                           centrum Taigersi
Бэрум Баскет                              berum basketi
Тромсе Шторм                              tromse Stormi
ББК Гимле                                 bbk gimle
Экс-Ан-Прованс                            eqs-an-provansi
Аммеруд Баскет                            amerud basketi
Лион                                      lioni
Карлсруэ                                  karlsrue
Вильнёв Метрополь                         vilniov metropoli
Шарлевиль-Мезьер                          Sarlevil-mezieri
Нефтяник                                  neftianiki
Динамо-ГУВД-2                             dinamo-guvd-2
Зыряночка                                 zirianoCka
Динамо Курск-2                            dinamo kurski 2
УГМК-Юниор                                ugmk-iuniori
Тамбов                                    tambovi
Динамо-ЮЗГУ                               dinamo-izgu
СБСК                                      sbsk
Волжанин-ГЭС                              volJanini
ЦСП Измайлово                             csp izmailovo
Ставропольчанка-Университет               stavropolCanka universiteti
Политех СамГТУ                            politex samgtu
Воронеж-СКИФ                              skif voroneJi
Кубань Кропоткин                          kuban kropotkini
Сант'Антимо Наполи                        sant'antimo napoli
Аполлон Л                                 apoloni l
Юнион Прогресиста                         iunion progresista
Валосун Брно                              valosun brno
Карлин                                    karlini
Трутнов                                   trutnovi
Слованка Млада Болеслав                   slovanka mlada boleslavi
Юность                                    iunosti
Казаночка                                 kazanoCka
Альконес Халапа                           alkones xalapa
Гансос Сальвахес                          gansos salvaxesi
Абехас                                    abexasi
Гигантес                                  gigantesi
Пантерас                                  panterasi
Осос                                      ososi
Лечугерос                                 leCugerosi
Жешов                                     JeSovi
Манчестер Джайантс                        manCester jaianTsi
Китайский Tайпей                          CineTis taipei
Денсо Айрис                               denso airisi
Фуджитсу Рэд Вэйв                         fujicu red veivi
Радом                                     radomi
ВС Прага                                  praRa
БЛК ВСЕ Прага                             blk praRa
Казахстан                                 yazaxeTi
КАМиТ-Университет                         kamim-universiteti
Глобал Порт Батанг Пир                    global port batang piri
Красный Октябрь                           krasni oqtiabri
Рыбник Роу                                ribnik rou
Сокол Градец Кралове                      sokol gradec kralove
Шри-Ланка                                 Sri-lanka
Иркут                                     irkuti
Невежис Кедайняй                          neveJis kedainiai
Хапоэль Эйлат                             hapoel eilati
Миттельдойчер                             miteldoiCeri
Горжов                                    gorJovi
Пабянице                                  pabianice
Энерга Торун                              energa toruni
Корикобрат                                korikobrati
Корипоят                                  koripoiati
Локомотив                                 lokomotivi
БК Страконице                             bk strakonice
Сан Миг Кофе Миксерс                      san mig kofe miksersi
Симбриа                                   simbria
Сен-Кентэн                                sen-kenteni
Шарлевилль                                Sarlevili
Ланды                                     landi
Нессьё                                    nessio
ЛФ Баскет                                 lf basketi
Стокгольм Иглз                            stokholm iglzi
Оренсе                                    orense
Ривер Андорра                             river andora
Пистоя                                    pistoia
Ферентино                                 ferentino
Таллинна Калев                            talina kalevi
Альконес Рохос                            alkones roxosi
Геррерос                                  gererosi
ГлобалПорт Батанг Пир                     globalport batang piri
Барсы Атырау                              barsi atirau
МЗТ                                       mzt
Глазго Рокс                               glazgo roqsi
Триест                                    triesti
Ростов-Дон                                rostov-doni
Кирьят Ата                                kiriat ata
Цмоки-Минск                               cmoki-minski
Кэрнc                                     kernsi
Эдремыт Беледийе                          edremit beledie
Ягодина                                   iagodina
ТТУ                                       ttu
Булазак                                   bulazaki
Элефантс                                  elefantsi
Хоккайдо                                  xokaido
Панасоник Трианс                          panasonik triansi
Самарат                                   samarati
Токио                                     tokio
Верлёсе                                   verliose
ХИТО Йыхви                                xito iixvi
Стадиум Джакарта                          stadium jakarta
Белент Ашхабад                            belent aSxabadi
Рапла                                     rapla
Аполлон Патры                             apolon patri
Комфорт Мобайл                            komfort mobaili
Э. Р. Фолкэнс                             e. r. folkensi
КЛС Найтс                                 kls naiTsi
Пасифик Сезар                             pasifik sezari
Кожув                                     koJuvi
Баронс                                    baronsi
Бима Сакти Маланг                         bima sakti malangi
Сатрия Муда                               satria muda
Дахук                                     daxuki
Риау                                      riau
Санфлауэрз                                sanflauerzi
Чансон                                    Cansoni
Тойота Энтилоупс                          toiota entiloupsi
Хитачи Кугарс                             hitaCi kugarsi
Берое                                     beroe
САМ Массагно                              sam masagno
Банска Быстрица                           banska bistrica
Наварра Памплона                          navara pamplona
Вриедноснице                              vriednosnice
Дубровник                                 dubrovniki
Гумма                                     guma
Фрибург                                   friburgi
Баскет Барчеллона                         basket barCelona
Реджи Эмилия                              reji emilia
Галитос                                   galitosi
Академика                                 akademika
Фаэнца                                    faenca
Бари                                      bari
Бергамо                                   bergamo
Порденоне                                 pordenone
РТУ-Меркс                                 rtu-merksi
Кибиркстис                                kibirkstisi
Вейхен                                    veixeni
Вассербург                                vaserburgi
Амстердам                                 amsterdami
Маршо-Вагеп                               marSo-vagepi
Залаэгерсег                               zalaegersegi
Шентьюр                                   Sentiuri
Гросупле                                  grosuple
Конкеро Уэльва                            konkero uelva
Ла Лагуна                                 la laguna
Каник Беледийе                            kanik beledie
Мальвин                                   malvini
Насьональ                                 nasionali
Макаби                                    makabi
Велком                                    velkomi
Измир                                     izmiri
Гелисим                                   gelisimi
Теодо Тиват                               teodo tivati
Куманово                                  kumanovo
РИМ Таллинна Калев                        rim talina kalevi
Кохила                                    koxila
Сёдертелье                                siodertelie
Пертевниял                                pertevniali
Хитачи                                    hitaCi
Шаньси Сингжуй                            Sansi singJui
Баи                                       bai
САВ Ваккало                               sav vakalo
Перпиньян                                 perpiniani
Тулуза                                    tuluza
Крижевцы                                  kriJevci
Седеак                                    sedeaki
Тренто                                    trento
Нафт Сепахан                              naft sepaxani
Азад                                      azadi
Аль Шамаль                                al Samali
Аль Раян                                  al raiani
Перлас-МРУ                                perlas-mru
Алютус                                    aliutusi
Аполлон Лимасол                           apolon limasoli
ТТТ-Джуниорс                              ttt-juniorsi
Цезис                                     cezisi
Университет Тарту 2                       universitet tartu 2
Курессяэре                                kuresiaere
Лейпциг                                   leifcigi
Хемнитц 99                                xemnici 99
Аль Ахли                                  al ahli
Аль Араби Доха                            al arabi doha
ДСН Рига                                  dsn riga
Видземес Аугстскола                       viZemes augstskola
Ридзене                                   riZene
Вентспилс Аугстскола                      ventspils augstskola
Олимпия Гродно                            olimpia grodno
Аль Бадр                                  al badri
Апоэль                                    apoeli
Асфалистики ЭНАД                          asfalistiki enad
Барселона B                               barselona b
Витория                                   vitoria
Физика Диспортива                         fizika disportiva
Флорида Атлантик                          florida atlantiki
Маркус                                    markusi
Аудентезе/Ноортекоондис                   audenteze/ nortekondisi
Сев. Аризона                              Cr. arizona
Ляонин                                    liaonini
Катар СКД                                 skd katari
Елгава-2                                  elgava-2
Елгава                                    elgava
Элитцур Явне                              elitcur iavne
Дюк                                       diuki
Джорджия Саутерн                          jorjia sauTerni
Аль Джаиш                                 al jaiSi
Константин                                konstantini
Эстегаль                                  estegali
Аль Иттихад                               al itihadi
Аль Джубайль                              al jubaili
Горган                                    gorgani
Эшвилль                                   eSvili
Тошиба                                    toSiba
Аль Вакрах                                al vakraxi
Сиренос                                   sirenosi
Аистес-ЛСУ                                lsu aistesi
ПВСК Печ                                  pvsk peCi
Корунья                                   korunia
Лузитания                                 luzitania
Мэриленд Истерн Шор                       merilend istern Sori
Палестрина                                palestrina
Виртус Рома                               virtus roma
Арона                                     arona
Олимпия Милан                             olimpia milani
Чаминад                                   Caminadi
Хэйлунцзян                                xeiluncziani
Бэйцзин                                   beiczini
Гуандун Долфинс                           guandun dolfinsi
Аль Гаррафа                               al harafa
Ас Садд                                   as sadi
Университет Таллин                        universitet talini
Аляска Анкоридж                           aliaska ankoriji
Аль-Вехда Мекка                           al-vehda meka
Огрес                                     ogresi
Рапла 2                                   rapla 2
Выру                                      viru
Яманаси                                   iamanasi
Сьюдад де Бургос                          siudad de burgosi
Бэйцзин Дакс                              beiczin daqsi
Хэнань                                    xenani
Шанхай Октопус                            Sanxai oqtopusi
Майами Огайо                              maiami ohaio
Саванна Ст.                               savana st.
Альбакомп                                 albakompi
Дебрецен                                  debreceni
Омония                                    omonia
Казале                                    kazale
Чжэцзян Чоучжоу                           CJeczian CouCJou
Юньнань                                   iunani
ТИМ-СКУФ                                  tim-skufi
Березина                                  berezina
Тибуронес де Варгас                       tiburones de vargasi
Фошань Лонг Лайонз                        foSan long laionzi
Валмиера 2                                valmiera 2
ВЭФ ЛСПА                                  vef lspa
РСУ                                       rsu
БК Салдус                                 bk saldusi
Майами Флорида                            maiami florida
Талса Унив.                               talsa univ.
Флорида Галф Коаст                        florida galf qoasti
СМУ                                       smu
Теннесси Тех                              tenesi tex
Кюнгхи Унив.                              kiungxi univ.
Аль-Фатех                                 al-fatexi
Борисфен                                  borisfeni
БК Гродно-93                              grodno-93
Лиепаяс Лаувас 2                          liepaias lauvasi 2
Жальгирис 2                               Jalgirisi 2
Статиба                                   statiba
Балтеко                                   balteko
Гремио Можи-дас-Крузис                    gremio moJi-das-kruzisi
Химик-Д                                   ximiki-d
Черкасские Обезьяны-Д                     Cerkaskie obeziani-d
Марчиулионио К.А.                         marCiulionio k.a.
Нафта                                     nafta
Занавикас                                 zanavikasi
Аль Халидж                                al xaliji
Аль Ансар                                 al ansari
АЕЛ                                       ael
Санму                                     sanmu
Тойота Алварк                             toiota alvarki
Митсубиси                                 micubisi
Зенджан                                   zenjani
Фулад Махан                               fulad maxani
Аргентино                                 argentino
Импульс-БГУИР                             impuls-bguir
Цмоки-Минск 2                             cmoki-minski 2
Паграти                                   pagrati
Ники Волос                                niki volosi
Квеле                                     kvele
Аль-Хиляль                                al-xiliali
Аль Нахда                                 al naxda
Аль Кадисия                               al kadisia
Аль-Ахли Джидда                           al-axli jida
Ливани                                    livani
Аисин                                     aisini
Мазембе                                   mazembe
Эспойр                                    espoiri
Ясберень                                  iasbereni
Юж. Дакота                                samx. dakota
ТКЮ                                       tku
Делавэр Ст.                               st. delaveri
УМКС                                      umks
Юж. Каролина Ст.                          st. samx. karolina
Хэмптон                                   hemptoni
Мюррей Ст.                                st. miurei
Барселос                                  barselosi
Петрокими Махшар                          petrokimi maxSari
Аль Иттихад Бахрейн                       al itihad bahreini
Аль Ахли Бахрейн                          al ahli bahreini
Елисавет-Баскет                           elisavet-basketi
БК Франковск                              frankovski
Днепр-Д                                   dnepri d
Киев-Д                                    kievi d
Аль Хидд                                  al hidi
Аль Нувайдрат                             al nuvaidrati
Малые Милли Пиянго                        malie mili piango
Ситра                                     sitra
Аль Хала                                  al hala
Иса Таун                                  isa Tauni
Аль Манама                                al manama
Ан Наср                                   an nasri
Сеаренсе                                  searense
Кальяри                                   kaliari
Приоло                                    priolo
Уберландия                                uberlandia
Сузану                                    suzanu
Лига Сорокабана                           liga sorokabana
Палмейрас                                 palmeirasi
Сан-Жозе Унимед                           san-Joze unimedi
Нью-Джерси Тех.                           niu-jersi tex.
Тотиги Брекс                              totigi breqsi
Энерги Инвест Рустави                     energi invest rusTavi
Кривбассбаскет-Д                          krivbasbasketi d
Донецк-Д                                  donecki d
Политехника-Галичина-Д                    politexnika galiCina d
ВА Буфарик                                va bufariki
Фортуна                                   fortuna
БК Сож                                    soJi
БК Свислочь                               svisloCi
БК Рубон                                  ruboni
Хуссейн Дей                               husein dei
Шень Департмент                           Sen departmenti
Арканзас ЛР                               lr arkanzasi
Грэмблинг                                 gremblingi
Ратгерс                                   ratgersi
Сборная Италии                            italiis nakrebi
Сборная легионеров                        legionerebis nakrebi
Посушье                                   posuSie
