Russian Captions                          Georgian Captions
Бурса                                     bursa
Хатай Тедаш ЭДМ                           xatai tedaSi
Аланья Бахчешехир Колежи                  alania baxCeSehir koleJi
Куявско-Поморское                         kuiavsko-pomorskoe
Лодзинское                                loZinskoe
Слёнске                                   slionske
Опольское                                 opolskoe
Малопольске                               malopolske
Мазовецке                                 mazovecke
Поморске                                  pomorske
Любельске                                 liubelske
Лудзке                                    luZke
Татарстан                                 tatarstani
Москва                                    moskovi
Рязанская обл.                            riazanis olqi
Башкортостан                              baSkortostani
Ставропольский край                       stavropolis mxare
Челябинская обл.                          Celiabinskis olqi
Санкт-Петербург                           sankt peterburgi
Хабаровский край                          xabarovskis mxare
Ленинградская обл.                        leningradis olqi
Омская обл.                               omskis olqi
Краснодарский край                        krasnodaris mxare
Оренбургская обл.                         orenburgis olqi
Тюменская обл.                            tiumenis olqi
Свердловская обл.                         sverdlovskis olqi
Хеминис                                   xeminisi
Бахчешехир Унив.                          baxCeSexir univ.
Порту Унив. - факультет спорта            portu univ. - sportis fakulteti
Суринам                                   surinami
Ямайка                                    iamaika
ССК Сионс                                 ssk sionsi
РТУ Леди Тандер                           rtu ledi Tanderi
МК Мария Катипунерас                      mk maria katipunerasi
СЭУ Скорпионс                             seu skorpionsi
Аль Шола                                  al Sola
Аль Минаа                                 al minaa
Аль Шааб Хадрамаут                        al Saab xadramauti
ФВУ Пэтриотс                              fvu petriotsi
АКСЛ Титанс                               aksl titansi
СБКА Ред Лайонессес                       sbka red laionesesi
МАПИД Минск                               mapid minski
УМАК Харди Херонс                         umak xardi xeronsi
КДСЛ Гриффинс                             kdsl grifinsi
УАП Дрэгонс                               uap dregonsi
СДСК Юникорнс                             sdsk iunikornsi
ПКК Крусадерс                             pkk krusadersi
Слепск Сувалки                            slepsk suvalki
Самотлор                                  samotlori
Инха Унив                                 inxa univ.
Хёнгик Унив                               xiongik univ.
Уэйк Форест                               ueiq foresti
Пресбайтериан                             presbaiteriani
Теннесси Ст.                              tenesi st.
Цинциннати                                cincinati
ДЛСАУ Ковбойс                             dlsau kovboisi
Сауд. Аравия                              saud. arabeTi
Мальдивы                                  maldivi
ДжИЛКФ                                    jilkf
Хубэй                                     xubei
Фудань                                    fudani
ЕС Сетиф                                  es setifi
Тлемсен                                   tlemseni
Вост. Теннесси Ст.                        ist tenesi st.
Юта                                       iuta
Танбинь                                   tanbini
Тхонгтин Льен-Вьет                        txongtin lien-vieti
Туен Куандой                              tuen kuandoi
Машеко Хошимин                            maSeko xoSimini
Кханьхоа                                  kxanxoa
Дыклонг Зялай                             diklong zialai
Фортуна Иркутск                           fortuna irkutski
Драйсма Динамо                            draisma dinamo
Локо-Экспресс                             loko eqspresi
Дёрт Эйлюл Блд                            diort eiliul bld
Салихли Блд                               salixli bld
Чанаккале Блд                             Canakale bld
Плесси-Робинсон                           plessi robinsoni
ИЭМ                                       iem
Екабпилс                                  ekabpilsi
Кошице                                    koSice
Кёге                                      kioge
Элвари-Сахалин                            elvari-saxalini
Енисей-2                                  enisei-2
Локомотив Нск                             lokomotiv nsk
Нефтяник                                  neftianiki
Химпром                                   ximpromi
Барком-Кажани                             barkom-kaJani
Илиуполи                                  iliupoli
Принс Венендал                            prins venendali
Бу-Саид                                   bu-saidi
Ст. Мэри                                  st. meri
Сан-Диего                                 san-diego
Винница                                   vinica
Ханой                                     hanoi
Куанкхю 4                                 kuankxiu 4
Чавинь                                    Cavini
Хынгйен                                   xingieni
Куангнинь                                 kuangnini
Пеничилина Яссы                           peniCilina iassi
Алба-Блаж                                 alba-blaJi
Сату-Маре                                 satu-mare
Евроспед Твенте                           evrosped tvente
Арнем                                     arnemi
Любин                                     liubini
Сан-Франциско                             san francisko
Поинт Лома                                foinT loma
Генерика                                  generika
Таллинна Юликоол                          talina iulikooli
РТУ Блю Тандер                            rtu bliu Tanderi
ЦСП ШВСМ Тула                             csp Svsm tula
Крагуй                                    kragui
Мэйн энд Тэйл                             mein end Teili
Фотон                                     fotoni
Бенч-Система                              benC sistema
Эль Кзёр                                  el kziori
Холи Нэймс                                holi neimsi
Подмосковье                               podmoskovie
Фаворит                                   favoriti
УК Дэвис                                  uk devisi
Юность                                    iunosti
Кировец Нск                               kiroveci nsk
Тирас                                     tirasi
Тренчин                                   trenCini
Академи Арт                               akademi arti
Куанкхю 5                                 kuankxiu 5
Тханьхоа                                  txanxoa
Зяй Бай Банг                              ziai bai bangi
Тхайбинь                                  txaibini
Ниньбинь                                  ninbini
Биньдьен Лонган                           bindien longani
Нефтяник-2                                neftianik-2
Политех                                   politexi
Тхеконг Биньдоан 15                       txekong bindoani 15
Кавите                                    kavite
Сан-Жозе-дус-Кампус                       san Joze dus kampusi
Сантандерина                              santanderina
Лека Куопио                               leka kuopio
Островец                                  ostroveci
ФККК                                      fkkk
Инсбрук                                   insbruki
Жетысу                                    Jetisu
Ред Лайонессес                            red laionesesi
Академия волейбола                        akademia voleibola
Биньфыок                                  binfioki
Олимпия Берлин                            olimpia berlini
Хершинг                                   xerSingi
Домброва-Гурнича                          dombrova-gurniCa
Радом                                     radomi
Кристалл                                  kristali
Сливен                                    sliveni
Магнитка-Университет                      magnitka universiteti
Сен-Рафаель                               sen-rafaeli
Нилюфер Блд                               niliufer bld
Исхёй                                     isxioi
Инджия                                    injia
Сантори                                   santori
Панасоник                                 panasoniki
Минас                                     minasi
Инегёл Блд                                inegiol bld
Нитра                                     nitra
Тарту Юликоол                             tartu iulikooli
Раш&Кэш                                   raS&keSi
Аудентезе Ноортекоондис                   audenteze noortekoondisi
УЭ Уорриорс                               ue uoriorsi
Истанбул Сабанджы Унив.                   istanbul sabanji univ.
Везарат Дефа                              vezarat defa
Тыргу Муреш                               tirgu mureSi
Алматиночка                               almatinoCka
Астана-2                                  astana-2
Локомотив Х                               lokomotivi X
Атырау-2                                  atirau-2
Новин Кишоварзи                           novin kiSovarzi
Мехр Парс Фарс                            mexr pars farsi
Истанбул Текник Унив.                     istanbul teqnik univ.
Дворец школьников                         moswavleTa sasaxle
Казыгурт                                  kazigurti
Жетысу-2                                  Jetisu-2
Пёльккю Куусамо                           piolkiu kuusamo
Орестиадас                                orestiadasi
Прая Клубе                                praia klube
Мараньян                                  maraniani
Раднички Белград                          radniCki belgradi
Коммунальник                              komunalniki
Атлант                                    atlanti
Днепр                                     dnepri
Аль Иттифак                               al itifaki
Блих Рама-Ган                             blix rama-gani
Маккаби Тель Монд                         makabi tel mondi
Аль Хедая                                 al xedaia
Торпедо                                   torpedo
Вампула                                   vampula
Ахен                                      axeni
Лиссабон                                  lisaboni
Риу-ду-Сул                                riu-du-suli
Мизан Хорасан                             mizan xorasani
Маккаби Раанана                           makabi raanana
Эртеашат Санати                           erteaSat sanati
Урмия                                     urmia
Маккаби Кармель                           makabi karmeli
Маккаби Пардес-Хана-Каркур                makabi pardes xana karkuri
НОВА                                      nova
Конденсат                                 kondensati
Бекешчабаи                                bekeSCabai
Тускания                                  tuskania
Клуб Италия                               klub italia
Бакери Пьяченца                           bakeri piaCenca
Филоттрано                                filotrano
Тупак Амару                               tupak amaru
Академия 1                                akademia 1
Алессано                                  alesano
Брешиа                                    breSia
Фиренце                                   firence
Ребекки Пьяченца                          rebeki piaCenca
Нецхопперс                                nechopersi
Университет Нжк                           universitet nJk
Медуниверситет                            meduniversiteti
6 октября                                 6 oqtomberi
Наср Петролеум                            nasr petroleumi
Динамо Бх                                 dinamo buqaresti
Тяхт                                      tiaxti
ДЯВ Оденсе                                diav odense
Дивино Маэстро                            divino maestro
Айзенэрц Трофайах                         aizenerc trofaiaxi
Принстон                                  prinstoni
Атырау                                    atirau
Эзерземе                                  ezerzeme
Хекса                                     xeksa
Хапоэль Эмек Хефер                        hapoel emek xeferi
Неве-Шаанан Хайфа 1                       neve-Saanan xaifa 1
ЛСПА-Стопини                              lspa-stopini
МТК Будапешт                              mtk budapeSti
ТФ-Будапешт                               tf-budapeSti
Сяркят                                    siarkiati
Простеёв                                  prosteiovi
УКФ Нитра                                 ukf nitra
Альтернатива                              alternativa
Зоркий                                    zorki
Технолог-Белогорье                        texnolog-belogorie
Мамир                                     mamiri
Хапоэль Иерусалим 1                       hapoel ierusalimi 1
Спортакадемия-ВРЗ                         sportakademia-vrz
БНИ 46                                    bni 46
ТНК-Казхром-2                             tnk-kazxrom-2
Тараз-ТарГУ                               taraz-targu
Астана-ВЖДО                               astana-vJdo
Коркыт-Ата-КМУ                            korkit-ata-kmu
Анталья Акдениз Унив.                     antalia akdeniz univ.
Динамо Мск                                dinamo msk
Маккаби Эвен-Йегуда                       makabi even-iehuda
Карловарско                               karlovarsko
Депортиво Хаамса                          deportivo xaamsa
Маринга                                   maringa
Унив. Сан Мартин                          univ. san martini
Ушкын-Искра                               uSkin-iskra
Электрик                                  elektriki
Конкордия Ирвайн                          konkordia irvaini
25 апреля                                 25 aprili
Унив. Сесар Вальехо                       univ. sesar valiexo
Эмек-ха-Мааянот                           emek-xa-maaianoti
Шопинас                                   Sopinasi
Барком-Кажани-2                           barkom-kaJani-2
Лёвен                                     lioveni
Пертамина                                 pertamina
Нганханг                                  nganxangi
Коаст Гвард                               qoast gvardi
Багио                                     bagio
Динамо-Костанай                           dinamo-kostanai
Филипс                                    filipsi
Елгава                                    elgava
Зелталея                                  zeltaleia
Чемпион Инфинити                          Cempion infiniti
Хемес Спишска-Нова-Вес                    xemes spiSska-nova-vesi
Тирана                                    tirana
Карахисар Блд                             karahisar bld
Токат Блд Плевне                          tokat bld plevne
Трабзонспор                               trabzonspori
Антивис-Этовис                            antivis-etovisi
Расейняй                                  raseiniai
Марица Пл                                 marica  pl
Хапоэль Риш.                              hapoel riS.
Тамбовская обл.                           tambovis olqi
Ивановская обл.                           ivanovskis olqi
Липецкая обл.                             lipeckis olqi
Костромская обл.                          kostromis olqi
Ньиредьхаза                               niredhaza
АлтГУ (Барнаул)                           altgu (barnauli)
Ульяновская обл.                          ulianovskis olqi
Чувашия                                   CuvaSia
Юниор Калуга                              iunior kaluga
Газпромтрансгаз Югорск                    gazpromtransgaz iugorski
Марий Эл                                  marii eli
Кировская обл.                            kirovskis olqi
КБР                                       kbr
Бохемиос                                  boxemiosi
Дрэгон                                    dregoni
Ло Конь Тин                               lo kon tini
Рода                                      roda
Даклак                                    daklaki
Актау                                     aktau
СКО Петропавловск                         sko petropavlovski
Тюэнь Чин                                 tiuen Cini
Квай Чин                                  kvai Cini
Хаузянг                                   hauziangi
УЭ Ред Уорриорс                           ue red uoriorsi
Тверская обл.                             tverskis olqi
КСБ Блэйзерс                              ksb bleizersi
ПУП Майти Марунс                          pup maiti marunsi
УБ Брахман                                ub braxmani
Сухар                                     suhari
ДЛСУ-Дасма Пэтриотс                       dlsu-dasma petriotsi
Миграция                                  migracia
Санму                                     sanmu
РТУ Технократс                            rtu texnokratsi
Айдахо                                    aidaho
Портленд Ст.                              portlend st.
Портленд                                  portlendi
Бойcе Ст.                                 boise st.
Юж. Джорджия                              samx. jorjia
Джорджия                                  jorjia
Маягуэс                                   maiaguesi
Коросаль                                  korosali
Аресибо                                   aresibo
Гуайнабо                                  guainabo
Динамо Крд                                dinamo krd
СБКА Ред Лайонс                           sbka red laionsi
Нью-Мексико Ст.                           niu-meqsiko st.
Вост. Вашингтон                           aRm. vaSingtoni
Кал Ст. Бейкерсфилд                       kal st. beikersfildi
Лонган                                    longani
Дэйтон                                    deitoni
Род-Айленд                                rod-ailendi
Бурса Б.Шехир                             bursa b.Sexiri
Дагестан                                  daRestani
Орегон Ст.                                oregon sTeiTi
Фресно Пасифик                            fresno pasifiki
УНЛВ                                      unlv
Сиэтл                                     sietli
Чикаго Ст.                                Cikago st.
Баньюванги                                baniuvangi
ТНИ АУ                                    tni au
Томская обл.                              tomskis olqi
Алко Бандунг                              alko bandungi
Мабес ТНИ                                 mabes tni
Пойнт Лома Назарин                        foinT loma nazarini
Колорадо                                  kolorado
Банк Джатим                               bank jatimi
Таурас                                    taurasi
Ярвамаа                                   iarvamaa
Порфирас                                  porfirasi
Метар                                     metari
Алматинская обл.                          almatinis olqi
Нотр-Дам де Намур                         notr-dam de namuri
Санта-Клара                               santa-klara
КБ                                        kb
Грённаль                                  grionali
Алтай У-К                                 altai u-k
ЕАК Генералс                              eak generalsi
СБК Ред Спайкерс                          sbk red spaikersi
ССК-Р Стэгс                               ssk-r stegsi
Кливленд Ст.                              klivlend st.
Сахалинская обл.                          saxalinis olqi
Красноярский край                         krasnoiarskis mxare
СБК Ред Лайонс                            sbk red laionsi
МИТ Кардиналс                             mit kardinalsi
УПХСД Алтас                               upxsd altasi
АУ Чифс                                   au Cifsi
КСХЛ Найтс                                kshl naiTsi
Крейгтон                                  kreigtoni
ЛФУ Пайретс                               lfu pairetsi
Кристалл Острогожск                       kristal ostrogoJski
Университет Елец                          universitet eleci
НОВА-2                                    nova-2
ДЮСШ ИВС                                  disS ivs
Северянка-3                               severianka-3
Саскачеван                                saskaCevani
Мангыстауская обл.                        mangistauskis olqi
Южно-Казахстанская обл.                   samxreT-yazaxeTis olqi
Сайрам                                    sairami
Кинг                                      kingi
Северо-Казахстанская обл.                 Crdilo-yazaxeTis olqi
Иркутская обл.                            irkutskis olqi
Новосибирская обл.                        novosibirskis olqi
Московская обл.                           moskovis olqi
ДЮСШ № 1 Асино                            dusS № 1 asino
Спартанец Новосибирск                     spartanec novosibirski
ФКУ Долфинс                               fku dolfinsi
АМА Титанс                                ama titansi
ФММС Маринерс                             fmms marinersi
Ф2 Лоджистикс                             f2 lojistiksi
РТУ Тандер                                rtu tanderi
ФИУ Тамароуз                              fiu tamarouzi
Болл Ст.                                  st. boli
Льюис                                     luisi
Огайо Ст.                                 ohaio st.
УСТ Гроулин Тайгерс                       ust groulin Taigersi
Карагандинская обл.                       karagandis olqi
Жамбылская обл.                           Jambilskis olqi
Чирколо Спортиво                          Cirkolo sportivo
ТОГУ (Хабаровск)                          togu (xabarovski)
БГПУ (Благовещенск)                       bgpu (blagoveSCenski)
Северянка-2                               severianka-2
Интернэшнл                                interneSnli
Виктори                                   viqtori
Эсперанс Тунис                            esperans tunisi
ЭС Сахель                                 es saheli
АлтГTУ (Барнаул)                          altgtu (barnauli)
НИТПУ (Томск)                             nitpu (tomski)
ТувГУ (Кызыл)                             tuvgu (kizili)
ГАГУ (Горно-Алтайск)                      gagu (gorno-altaiski)
Янь Ют                                    ian iuti
Тхунь Чхин                                Txun Cxini
Москва-65                                 moskovi-65
Дананг                                    danangi
Ва Чхин                                   Cxin va
Попсиво                                   popsivo
Соук                                      souki
Блок Аут                                  blok auti
Ас                                        asi
Лин Ят                                    lin iati
Ло Кхонь Тхин                             lo kxon txini
Янь Чхай                                  ian Cxai
Альтамура                                 altamura
Андерлини Модена                          anderlini modena
Монтелупо                                 montelupo
Покари Свит                               pokari sviti
Янь                                       iani
Нам Чхин                                  nam Cxini
Дженерика                                 jenerika
Санта-Элена                               santa-elena
Мангыстау                                 mangistau
Кызылординская обл.                       kizilordinis olqi
Хромтау                                   xromtau
УФО                                       ufo
Анапа                                     anapa
Самара                                    samara
СФО                                       sfo
РК Кола                                   rk kola
Бали Пьюэр                                bali piueri
Лаоаг                                     laoagi
Каньшат Кодонг                            kanSat kodongi
Камау                                     kamau
Порту Унив.                               portu univ.
Мюнхенский Технич. Унив.                  miunxenis teqn. univ.
Ниш Унив.                                 niS univ.
Нортумбрийский Унив.                      nortumbriis univ.
Эймис Китчен                              eimis qiCeni
Иглз                                      iglzi
СНВ                                       snv
НУ Бульдогс                               nu buldogsi
?Вилла-Кортезе                             vila-korteze
УНСВ                                      unsv
Иллавара                                  ilavara
Альбимаррон                               albimaroni
Вэнгард                                   vengardi
Юж. Орегон                                samx. oregoni
УТС                                       uts
НКБА Уайлдкэтс                            nkba uaildqeTsi
Аляска Анкоридж                           aliaska ankoriji
Висконсин                                 viskonsini
Сармаех                                   sarmaexi
Кхуайчхин                                 kxuaiCxini
Динамо Ижевск                             dinamo iJevski
Аляска Фэрбенкс                           aliaska ferbenksi
Кал Поли Помона                           kal poli pomona
Юта Вэлли                                 iuta veli
Пердью                                    perdiu
Сев. Иллинойс                             Cr. ilinoisi
Колгейт                                   kolgeiTi
Гарвард                                   harvardi
Тайчжун Банк                              taiCJun banki
УТС Блэк                                  uts bleqi
МФС                                       mfs
Локомотив-ЦИВС                            lokomotiv-civs
Заваир                                    zavairi
Локомотив-ХДВУФК-1                        lokomotiv-xdvufk-1
Щирк                                      SCirki
Нижний Новгород                           niJni novgorodi
100 Плас                                  100 plasi
Аль-Сауда                                 al-sauda
Аль-Саламия                               al-salamia
Доминикан (Калиф.)                        dominikani (kalif.)
Алтай-2 У-К                               altai-2 u-k
Пеппердайн                                peperdaini
Гонзага                                   gonzaga
Канберра Хит                              kanbera hiti
Чемпион Супра                             Cempion supra
Жайык                                     Jaiiki
ИжГТУ-Динамо                              iJgtu-dinamo
АСК Нижний Новгород                       ask niJni novgorodi
ФСЛ Ф2 Лоджистикс                         fsl f2 lojistiksi
Бангкок Гласс                             bangkok glasi
Сидней Уорриорс                           sidnei uoriorsi
Алматы-2                                  almati-2
Квинсленд Пайрэтс                         qvinslend paireTsi
ХАЭС-НАЭК                                 xaes-naeki
Родничок-Колос                            rodniCok-kolosi
Курганская обл.                           kurganskis olqi
ХМАО                                      xmao
Воронежская обл.                          voroneJis olqi
Челябинск-2                               Celiabinsk-2
Сургут                                    surguti
Олимп Москва                              olimp moskovi
Москва-65 Ника                            moskovi-65 nika
Москва-84                                 noskovi-84
Москва-111 Зеленоград                     moskovi-111 zelenogradi
Липецк-Индезит                            lipeck-indeziti
Хатинь                                    xatini
Салатига                                  salatiga
Викинг                                    vikingi
ДжВС Сулут                                jvs suluti
Вита Соло                                 vita solo
Инваспорт Киев                            invasport kievi
Булава Львов                              bulava lvovi
Ганево Джокьякарта                        ganevo jokiakarta
Кудус                                     kudusi
ХРУ Бомберс                               xru bombersi
Пeрлс                                     perlsi
Тараз-2                                   taraz-2
Омь-СибГУОР                               om-sibguori
КЭУК-Караганда                            keuk-karaganda
Миннесота                                 minesota
Алтай У-К-2                               altai u-k-2
Жетысу-Жастар                             Jetisu-Jastari
Алтайский край                            altais mxare
Камчатская обл.                           kamCatkis olqi
Парк                                      park
Лурдес                                    lurdesi
Техас А&М-КК                              texasi a&m-kk
Сев. Каролина                             Cr. karolina
Кайсар                                    kaisari
ЮС Картаж                                 us kartaJi
Луч Мск                                   luC msk
Аль-Вехда                                 al-vehda
Аль-Махата                                al-maxata
Западно-Казахстанская обл.                dasavleT-yazaxstanis olqi
Эрскин                                    erskini
Кемеровская обл.                          kemerovskaias olqi
Ярославская обл.                          iaroslavskis olqi
Калужская обл.                            kaluJskis olqi
Саратовская обл.                          saratovis olqi
ЯНАО                                      ianao
Удмуртия                                  udmurtia
Касива                                    kasiva
Куробе                                    kurobe
Сибиряк Ангарск                           sibiriak angarski
Токио Метрополитэн Полис                  tokio metropoliten polisi
Сайтама Эзейлия                           saitama ezeilia
Батам Синдо                               batam sindo
ФАТТС Сихорсез                            fatts sihorsezi
Фудзицу Кавасаки                          fuZicu kavasaki
Тойота Мотор                              toiota motori
Дайдо Стил Ред Стар                       daido stil red stari
НЭУ Хантерс                               neu hantersi
СДЮСШОР Сибиряк-1 Ангарск                 sdusSor sibiriak-1 angarski
Забайкальский край                        zabaikalski krai
ОЛФУ Финикс                               olfu finiqsi
Сибиряк-1 Ангарск                         sibiriak-1 angarski
Камень-на-Оби                             kamen-na-obi
ЦИВС Нск                                  civs nsk
Бандунг Банк                              bandung banki
УИ Уорриорс                               ui uoriorsi
Асино                                     asino
ЭКИ Титанс                                eki titansi
ФСБА Ягуарс                               fsba iaguarsi
СФАК Давз                                 sfak davzi
Гифу Риорейна                             gifu rioreina
Нагано                                    nagano
АИМС Блю Шаркс                            aims bliu Sarqsi
Монтис-Кларус                             montis-klarusi
Линденвуд                                 lindenvudi
Сьюдад Волей                              siudad volei
Альянса Хесус Мария                       aliansa xesus maria
Самоа                                     samoa
Женис-Есиль                               Jenis-esili
Бразил Кирин                              brazil kirini
Таубате Фунвик                            taubate funviki
Карамуру                                  karamuru
Бенто                                     bento
Буревестник-Алматы                        burevestnik-almati
Ургюп                                     urgiupi
Фындыклы                                  findikli
Бахчелиэвлер                              baxCelievleri
Арнавуткёй Блд                            arnavutkioi bld
Самсун Б.Шехир Анакент                    samsun b.Sehir anakenti
Белгородская обл.                         belgorodis olqi
Конья                                     konia
Самутсакхон                               samutsakxoni
Касетсарт                                 kasetsarti
Восточно-Казахстанская обл.               aRmosavleT-yazaxeTis olqi
Коколайф                                  kokolaifi
Северо-Казахстанская-2 обл.               Crdilo-yazaxeTis-2 olqi
Актобе                                    aktobe
Березовская ДЮСШ                          berezovskaia dusS
Заря Алтая                                altais zaria
Победа Барнаул                            pobeda barnauli
ЦИВС 2003                                 civs 2003
Хип Хин                                   xip xini
Кхон Янь                                  kxon iani
Павлодарская обл.                         pavlodaris olqi
Хабаровск                                 xabarovski
Хабаровск 1                               xabarovski 1
Приморский край                           primorski krai
Амурская обл.                             amurskis olqi
Хабаровский край-2                        xabarovskis mxare-2
Саха-2 (Якутия)                           saxa-2 (iakutia)
Москва-61 Фортуна                         moskva-61 fortuna
Челябинск                                 Celiabinski
Нью Ют                                    niu iuti
Москва-61                                 moskva-61
Адыгея                                    adigea
Волгоградская обл.                        volgogradis olqi
Минская обл.                              minskis olqi
Брестская обл.                            brestis olqi
Санта Елена                               santa elena
Кафе Лупе                                 kafe lupe
Чунгтам Куандой                           Cungtam kuandoi
ЙЕБ-Шумен 05                              ieb-Sumen 05
Раковски                                  rakovski
Перлас                                    perlasi
Пауэр Смэшерс                             fauer speSersi
Рексона-Сеск                              reqsona-seski
Нестле                                    nestle
Усть-Катав                                ust-katavi
Венгрия-2                                 ungreTi-2
Кыштым                                    kiStimi
Локомотивный                              lokomotivni
Хошимин                                   xoSimini
АУПРБ (Минск)                             auprb (minski)
ВитГMУ (Витебск)                          vitgmu (vitebski)
Красноармейский район                     krasnoarmeiski raioni
Копейск                                   kopeiski
Волгоград                                 volgogradi
Аметист Екатеринбург                      ametist ekaterinburgi
Рыбинск                                   ribinski
Белгород                                  belgorodi
Лик Чхунь                                 lik Cxuni
Шолем-Алейхем                             Solem-aleixemi
Ланус                                     lanusi
Павлодарская-2 обл.                       pavlodaris olqi-2
Поль Сабатье-Тулуза 3 Унив.               pol sabatie-tuluza 3 univ.
Политехника Познань                       politexnika poznani
Нортерн Лайтс                             norTern laiTsi
Скайлайн Роял                             skailain roiali
Мегабилдерс                               megabildersi
Аль-Джаиш Дамаск                          al-jaiS damaski
Аль-Шурта Дамаск                          al-Surta damaski
Аль-Ктайфе                                al-ktaife
Аль-Вахда Дамаск                          al-vahda damaski
Аль-Тавра                                 al-tavra
Казань                                    kazani
Альметьевск                               almetievski
Куангбинь                                 kuangbini
Нижегородская обл.                        niJegorodskis olqi
Гамбоа Кофе                               gamboa kofe
Кримлайн                                  krimlaini
Касетсарт унив.                           kasetsart univ.
Бангкок унив.                             bangkok univ.
Касем Бундит унив.                        kasem bundit univ.
Тхаммасат унив.                           txamasat univ.
Северо-Восточный унив.                    Crdilo-aRmosavleT univ.
Чандракасем Раджабхат унив.               Candrakasem rajabxat univ.
Раджапрук унив.                           rajapruk univ.
Вангард                                   vangardi
Айдахо Колледж                            aidaho koleji
Северо-Запад                              Crdilo-dasavleTi
Корнерстон                                kornerstoni
Мастерс                                   mastersi
Льюис-Кларк Ст.                           liuis-klark st.
Айова                                     aiova
Маркетт                                   marketi
Чарджерс                                  Carjersi
Комир                                     komiri
Бэйлор                                    beilori
Либерейшн Арми                            libereiSn armi
Пхитсанулок                               fxitsanuloki
Сакраменто Ст.                            sakramento st.
Невада                                    nevada
Чико Ст.                                  Ciko st.
Сан-Франциско Ст.                         san-francisko st.
Нефтяник-ОГПУ                             neftianik-ogpu
Тархан-2                                  tarxan-2
Кал Ст. Ист Бэй                           kal st. ist bei
Кал Ст. Монтерей Бэй                      kal st. monterei bei
Фресно Ст.                                fresno st.
Бригам Янг                                brigam iangi
